0  1.70  -16.00  0.000000
1  1.70  -16.03  0.000000
2  1.70  -16.06  0.000000
3  1.70  -16.10  0.000000
4  1.70  -16.13  0.000000
5  1.70  -16.16  0.000000
6  1.70  -16.19  0.000000
7  1.70  -16.22  0.000000
8  1.70  -16.26  0.000000
9  1.70  -16.29  0.000000
10  1.70  -16.32  0.000000
11  1.70  -16.35  0.000000
12  1.70  -16.38  0.000000
13  1.70  -16.42  0.000000
14  1.70  -16.45  0.000000
15  1.70  -16.48  0.000000
16  1.70  -16.51  0.000000
17  1.70  -16.55  0.000000
18  1.70  -16.58  0.000000
19  1.70  -16.61  0.000000
20  1.70  -16.64  0.000000
21  1.70  -16.67  0.000000
22  1.70  -16.71  0.000000
23  1.70  -16.74  0.000000
24  1.70  -16.77  0.000000
25  1.70  -16.80  0.000000
26  1.70  -16.83  0.000000
27  1.70  -16.87  0.000000
28  1.70  -16.90  0.000000
29  1.70  -16.93  0.000000
30  1.70  -16.96  0.000000
31  1.70  -16.99  0.000000
32  1.70  -17.03  0.000000
33  1.70  -17.06  0.000000
34  1.70  -17.09  0.000000
35  1.70  -17.12  0.000000
36  1.70  -17.15  0.000000
37  1.70  -17.19  0.000000
38  1.70  -17.22  0.000000
39  1.70  -17.25  0.000000
40  1.70  -17.28  0.000000
41  1.70  -17.31  0.000000
42  1.70  -17.35  0.000000
43  1.70  -17.38  0.000000
44  1.70  -17.41  0.000000
45  1.70  -17.44  0.000000
46  1.70  -17.47  0.000000
47  1.70  -17.51  0.000000
48  1.70  -17.54  0.000000
49  1.70  -17.57  0.000000
50  1.70  -17.60  0.000000
51  1.70  -17.64  0.000000
52  1.70  -17.67  0.000000
53  1.70  -17.70  0.000000
54  1.70  -17.73  0.000000
55  1.70  -17.76  0.000000
56  1.70  -17.80  0.000000
57  1.70  -17.83  0.000000
58  1.70  -17.86  0.000000
59  1.70  -17.89  0.000000
60  1.70  -17.92  0.000000
61  1.70  -17.96  0.000000
62  1.70  -17.99  0.000000
63  1.70  -18.02  0.000000
64  1.70  -18.05  0.000000
65  1.70  -18.08  0.000000
66  1.70  -18.12  0.000000
67  1.70  -18.15  0.000000
68  1.70  -18.18  0.000000
69  1.70  -18.21  0.000000
70  1.70  -18.24  0.000000
71  1.70  -18.28  0.000000
72  1.70  -18.31  0.000000
73  1.70  -18.34  0.000000
74  1.70  -18.37  0.000000
75  1.70  -18.40  0.000000
76  1.70  -18.44  0.000000
77  1.70  -18.47  0.000000
78  1.70  -18.50  0.000000
79  1.70  -18.53  0.000000
80  1.70  -18.57  0.000000
81  1.70  -18.60  0.000000
82  1.70  -18.63  0.000000
83  1.70  -18.66  0.000000
84  1.70  -18.69  0.000000
85  1.70  -18.73  0.000000
86  1.70  -18.76  0.000000
87  1.70  -18.79  0.000000
88  1.70  -18.82  0.000000
89  1.70  -18.85  0.000000
90  1.70  -18.89  0.000000
91  1.70  -18.92  0.000000
92  1.70  -18.95  0.000000
93  1.70  -18.98  0.000000
94  1.70  -19.01  0.000000
95  1.70  -19.05  0.000000
96  1.70  -19.08  0.000000
97  1.70  -19.11  0.000000
98  1.70  -19.14  0.000000
99  1.70  -19.17  0.000000
100  1.70  -19.21  0.000000
101  1.70  -19.24  0.000000
102  1.70  -19.27  0.000000
103  1.70  -19.30  0.000000
104  1.70  -19.33  0.000000
105  1.70  -19.37  0.000000
106  1.70  -19.40  0.000000
107  1.70  -19.43  0.000000
108  1.70  -19.46  0.000000
109  1.70  -19.49  0.000000
110  1.70  -19.53  0.000000
111  1.70  -19.56  0.000000
112  1.70  -19.59  0.000000
113  1.70  -19.62  0.000000
114  1.70  -19.66  0.000000
115  1.70  -19.69  0.000000
116  1.70  -19.72  0.000000
117  1.70  -19.75  0.000000
118  1.70  -19.78  0.000000
119  1.70  -19.82  0.000000
120  1.70  -19.85  0.000000
121  1.70  -19.88  0.000000
122  1.70  -19.91  0.000000
123  1.70  -19.94  0.000000
124  1.70  -19.98  0.000000
125  1.70  -20.01  0.000000
126  1.70  -20.04  0.000000
127  1.70  -20.07  0.000000
128  1.70  -20.10  0.000000
129  1.70  -20.14  0.000000
130  1.70  -20.17  0.000000
131  1.70  -20.20  0.000000
132  1.70  -20.23  0.000000
133  1.70  -20.26  0.000000
134  1.70  -20.30  0.000000
135  1.70  -20.33  0.000000
136  1.70  -20.36  0.000000
137  1.70  -20.39  0.000000
138  1.70  -20.42  0.000000
139  1.70  -20.46  0.000000
140  1.70  -20.49  0.000000
141  1.70  -20.52  0.000000
142  1.70  -20.55  0.000000
143  1.70  -20.59  0.000000
144  1.70  -20.62  0.000000
145  1.70  -20.65  0.000000
146  1.70  -20.68  0.000000
147  1.70  -20.71  0.000000
148  1.70  -20.75  0.000000
149  1.70  -20.78  0.000000
150  1.70  -20.81  0.000000
151  1.70  -20.84  0.000000
152  1.70  -20.87  0.000000
153  1.70  -20.91  0.000000
154  1.70  -20.94  0.000000
155  1.70  -20.97  0.000000
156  1.70  -21.00  0.000000
157  1.70  -21.03  0.000000
158  1.70  -21.07  0.000000
159  1.70  -21.10  0.000000
160  1.70  -21.13  0.000000
161  1.70  -21.16  0.000000
162  1.70  -21.19  0.000000
163  1.70  -21.23  0.000000
164  1.70  -21.26  0.000000
165  1.70  -21.29  0.000000
166  1.70  -21.32  0.000000
167  1.70  -21.35  0.000000
168  1.70  -21.39  0.000000
169  1.70  -21.42  0.000000
170  1.70  -21.45  0.000000
171  1.70  -21.48  0.000000
172  1.70  -21.52  0.000000
173  1.70  -21.55  0.000000
174  1.70  -21.58  0.000000
175  1.70  -21.61  0.000000
176  1.70  -21.64  0.000000
177  1.70  -21.68  0.000000
178  1.70  -21.71  0.000000
179  1.70  -21.74  0.000000
180  1.70  -21.77  0.000000
181  1.70  -21.80  0.000000
182  1.70  -21.84  0.000000
183  1.70  -21.87  0.000000
184  1.70  -21.90  0.000000
185  1.70  -21.93  0.000000
186  1.70  -21.96  0.000000
187  1.70  -22.00  0.000000
188  1.70  -22.03  0.000000
189  1.70  -22.06  0.000000
190  1.70  -22.09  0.000000
191  1.70  -22.12  0.000000
192  1.70  -22.16  0.000000
193  1.70  -22.19  0.000000
194  1.70  -22.22  0.000000
195  1.70  -22.25  0.000000
196  1.70  -22.28  0.000000
197  1.70  -22.32  0.000000
198  1.70  -22.35  0.000000
199  1.70  -22.38  0.000000
200  1.70  -22.41  0.000000
201  1.70  -22.44  0.000000
202  1.70  -22.48  0.000000
203  1.70  -22.51  0.000000
204  1.70  -22.54  0.000000
205  1.70  -22.57  0.000000
206  1.70  -22.61  0.000000
207  1.70  -22.64  0.000000
208  1.70  -22.67  0.000000
209  1.70  -22.70  0.000000
210  1.70  -22.73  0.000000
211  1.70  -22.77  0.000000
212  1.70  -22.80  0.000000
213  1.70  -22.83  0.000000
214  1.70  -22.86  0.000000
215  1.70  -22.89  0.000000
216  1.70  -22.93  0.000000
217  1.70  -22.96  0.000000
218  1.70  -22.99  0.000000
219  1.70  -23.02  0.000000
220  1.70  -23.05  0.000000
221  1.70  -23.09  0.000000
222  1.70  -23.12  0.000000
223  1.70  -23.15  0.000000
224  1.70  -23.18  0.000000
225  1.70  -23.21  0.000000
226  1.70  -23.25  0.000000
227  1.70  -23.28  0.000000
228  1.70  -23.31  0.000000
229  1.70  -23.34  0.000000
230  1.70  -23.37  0.000000
231  1.70  -23.41  0.000000
232  1.70  -23.44  0.000000
233  1.70  -23.47  0.000000
234  1.70  -23.50  0.000000
235  1.70  -23.54  0.000000
236  1.70  -23.57  0.000000
237  1.70  -23.60  0.000000
238  1.70  -23.63  0.000000
239  1.70  -23.66  0.000000
240  1.70  -23.70  0.000000
241  1.70  -23.73  0.000000
242  1.70  -23.76  0.000000
243  1.70  -23.79  0.000000
244  1.70  -23.82  0.000000
245  1.70  -23.86  0.000000
246  1.70  -23.89  0.000000
247  1.70  -23.92  0.000000
248  1.70  -23.95  0.000000
249  1.70  -23.98  0.000000
250  1.70  -24.02  0.000000
251  1.70  -24.05  0.000000
252  1.70  -24.08  0.000000
253  1.70  -24.11  0.000000
254  1.70  -24.14  0.000000
255  1.70  -24.18  0.000000
256  1.70  -24.21  0.000000
257  1.70  -24.24  0.000000
258  1.70  -24.27  0.000000
259  1.70  -24.30  0.000000
260  1.70  -24.34  0.000000
261  1.70  -24.37  0.000000
262  1.70  -24.40  0.000000
263  1.70  -24.43  0.000000
264  1.70  -24.46  0.000000
265  1.70  -24.50  0.000000
266  1.70  -24.53  0.000000
267  1.70  -24.56  0.000000
268  1.70  -24.59  0.000000
269  1.70  -24.63  0.000000
270  1.70  -24.66  0.000000
271  1.70  -24.69  0.000000
272  1.70  -24.72  0.000000
273  1.70  -24.75  0.000000
274  1.70  -24.79  0.000000
275  1.70  -24.82  0.000000
276  1.70  -24.85  0.000000
277  1.70  -24.88  0.000000
278  1.70  -24.91  0.000000
279  1.70  -24.95  0.000000
280  1.70  -24.98  0.000000
281  1.70  -25.01  0.000000
282  1.70  -25.04  0.000000
283  1.70  -25.07  0.000000
284  1.70  -25.11  0.000000
285  1.70  -25.14  0.000000
286  1.70  -25.17  0.000000
287  1.70  -25.20  0.000000
288  1.70  -25.23  0.000000
289  1.70  -25.27  0.000000
290  1.70  -25.30  0.000000
291  1.70  -25.33  0.000000
292  1.70  -25.36  0.000000
293  1.70  -25.39  0.000000
294  1.70  -25.43  0.000000
295  1.70  -25.46  0.000000
296  1.70  -25.49  0.000000
297  1.70  -25.52  0.000000
298  1.70  -25.56  0.000000
299  1.70  -25.59  0.000000
300  1.70  -25.62  0.000000
301  1.70  -25.65  0.000000
302  1.70  -25.68  0.000000
303  1.70  -25.72  0.000000
304  1.70  -25.75  0.000000
305  1.70  -25.78  0.000000
306  1.70  -25.81  0.000000
307  1.70  -25.84  0.000000
308  1.70  -25.88  0.000000
309  1.70  -25.91  0.000000
310  1.70  -25.94  0.000000
311  1.70  -25.97  0.000000
312  1.70  -26.00  0.000000
313  1.70  -26.04  0.000000
314  1.70  -26.07  0.000000
315  1.70  -26.10  0.000000
316  1.70  -26.13  0.000000
317  1.70  -26.16  0.000000
318  1.70  -26.20  0.000000
319  1.70  -26.23  0.000000
320  1.70  -26.26  0.000000
321  1.70  -26.29  0.000000
322  1.70  -26.32  0.000000
323  1.70  -26.36  0.000000
324  1.70  -26.39  0.000000
325  1.70  -26.42  0.000000
326  1.70  -26.45  0.000000
327  1.70  -26.48  0.000000
328  1.70  -26.52  0.000000
329  1.70  -26.55  0.000000
330  1.70  -26.58  0.000000
331  1.70  -26.61  0.000000
332  1.70  -26.65  0.000000
333  1.70  -26.68  0.000000
334  1.70  -26.71  0.000000
335  1.70  -26.74  0.000000
336  1.70  -26.77  0.000000
337  1.70  -26.81  0.000000
338  1.70  -26.84  0.000000
339  1.70  -26.87  0.000000
340  1.70  -26.90  0.000000
341  1.70  -26.93  0.000000
342  1.70  -26.97  0.000000
343  1.70  -27.00  0.000000
344  1.70  -27.03  0.000000
345  1.70  -27.06  0.000000
346  1.70  -27.09  0.000000
347  1.70  -27.13  0.000000
348  1.70  -27.16  0.000000
349  1.70  -27.19  0.000000
350  1.70  -27.22  0.000000
351  1.70  -27.25  0.000000
352  1.70  -27.29  0.000000
353  1.70  -27.32  0.000000
354  1.70  -27.35  0.000000
355  1.70  -27.38  0.000000
