3.40625e-06 3.40625e-06 3.40625e-06 0 0
1.14052e-05 1.14052e-05 1.14052e-05 0 0
7.52918e-05 7.52918e-05 7.52918e-05 0 0
6.40806e-05 6.40806e-05 6.40806e-05 0 0
5.97591e-05 5.97591e-05 5.97591e-05 0 0
9.01609e-05 9.01609e-05 9.01609e-05 0 0
0.000102346 0.000102346 0.000102346 0 0
8.58451e-05 8.58451e-05 8.58451e-05 0 0
0.000221822 0.000221822 0.000221822 0 0
4.85943e-05 4.85943e-05 4.85943e-05 0 0
3.93776e-05 3.93776e-05 3.93776e-05 0 0
5.24169e-05 5.24169e-05 5.24169e-05 0 0
4.03549e-06 4.03549e-06 4.03549e-06 0 0
9.6045e-06 9.6045e-06 9.6045e-06 0 0
1.2022e-05 1.2022e-05 1.2022e-05 0 0
5.11531e-05 5.11531e-05 5.11531e-05 0 0
3.23652e-05 3.23652e-05 3.23652e-05 0 0
2.01972e-05 2.01972e-05 2.01972e-05 0 0
0.00011261 0.00011261 0.00011261 0 0
0.000243069 0.000243069 0.000243069 0 0
4.68117e-06 4.68117e-06 4.68117e-06 0 0
3.96582e-05 3.96582e-05 3.96582e-05 0 0
0.000361587 0.000361587 0.000361587 0 0
0.000288904 0.000288904 0.000288904 0 0
3.97488e-05 3.97488e-05 3.97488e-05 0 0
