2.850  2.800  2.900  -6.553  -6.342  -6.453  -26.401  -26.002  -26.221  -4.019  -3.250  -3.610  -1.530  -1.381  -1.462  
5.999  5.500  6.500  -11.738  -9.890  -10.646  -31.022  -28.082  -29.189  -6.244  -4.280  -5.029  -2.480  -2.302  -2.402  
2.446  2.400  2.500  -6.473  -6.328  -6.403  -25.987  -25.738  -25.870  -3.827  -3.411  -3.613  -1.649  -1.559  -1.606  
2.645  2.600  2.700  -6.036  -5.925  -5.979  -25.283  -25.020  -25.153  -3.251  -3.014  -3.128  -1.129  -0.962  -1.049  
2.414  2.000  3.000  -6.414  -6.362  -6.388  -25.871  -25.783  -25.827  -3.684  -3.579  -3.631  -1.649  -1.615  -1.632  
5.330  5.000  6.000  -7.393  -7.392  -7.393  -24.332  -24.332  -24.332  -2.466  -2.466  -2.466  4.323  4.324  4.323  
4.537  4.000  6.000  -8.302  -8.134  -8.217  -27.107  -26.868  -26.989  -4.298  -3.934  -4.104  -1.766  -1.606  -1.687  
4.418  4.000  5.000  -8.422  -8.245  -8.333  -27.357  -27.130  -27.245  -4.804  -4.317  -4.556  -1.949  -1.783  -1.869  
4.418  4.000  5.000  -8.413  -8.241  -8.329  -27.346  -27.125  -27.238  -4.772  -4.293  -4.526  -1.945  -1.783  -1.866  
4.418  4.000  5.000  -8.417  -8.242  -8.328  -27.351  -27.126  -27.239  -4.793  -4.300  -4.532  -1.945  -1.780  -1.864  
4.418  4.000  5.000  -8.419  -8.243  -8.330  -27.354  -27.127  -27.240  -4.804  -4.303  -4.538  -1.944  -1.782  -1.864  
3.260  3.000  4.000  -6.680  -6.579  -6.630  -25.947  -25.797  -25.874  -3.868  -3.722  -3.795  -1.767  -1.679  -1.725  
