# zmean zmin  zmax  phi_star  phi_star_err    M_star  M_star_err        alpha  alpha_err        beta    beta_err
0.304  0.100  0.400  -6.059  -5.681  -5.730  -22.255  -21.212  -21.438  -3.092  -2.678  -2.823  -1.635  -0.232  -0.476  
0.500  0.400  0.600  -6.587  -6.052  -6.311  -23.745  -22.764  -23.261  -3.668  -2.969  -3.288  -1.762  -1.328  -1.525  
0.699  0.600  0.800  -7.144  -6.396  -6.920  -25.027  -23.951  -24.740  -4.462  -3.361  -3.959  -2.156  -1.808  -2.033  
0.902  0.800  1.000  -6.716  -6.310  -6.506  -24.987  -24.393  -24.693  -3.987  -3.480  -3.719  -1.990  -1.698  -1.818  
