# LRD Data from Krishna from Kocevski et al
# Survey: NGDEEP
# The value or p is taken to be 1 for now
# counter   z       M1450   p
  8363      7.05    -20.20  1.00000
  8364      7.05    -20.15  1.00000
  8365      7.05    -20.10  1.00000
  8366      7.05    -20.05  1.00000
  8367      7.05    -20.00  1.00000
  8368      7.05    -19.95  1.00000
  8369      7.05    -19.90  1.00000
  8370      7.05    -19.85  1.00000
  8371      7.05    -19.80  1.00000
  8372      7.05    -19.75  1.00000
  8373      7.05    -19.70  1.00000
  8374      7.05    -19.65  1.00000
  8375      7.05    -19.60  1.00000
  8376      7.05    -19.55  1.00000
  8377      7.05    -19.50  1.00000
  8378      7.05    -19.45  1.00000
  8379      7.05    -19.40  1.00000
  8380      7.05    -19.35  1.00000
  8381      7.05    -19.30  1.00000
  8382      7.05    -19.25  1.00000
  8383      7.05    -19.20  1.00000
  8384      7.05    -19.15  1.00000
  8385      7.05    -19.10  1.00000
  8386      7.05    -19.05  1.00000
  8387      7.05    -19.00  1.00000
  8388      7.05    -18.95  1.00000
  8389      7.05    -18.90  1.00000
  8390      7.05    -18.85  1.00000
  8391      7.05    -18.80  1.00000
  8392      7.05    -18.75  1.00000
  8393      7.05    -18.70  1.00000
  8394      7.05    -18.65  1.00000
  8395      7.05    -18.60  1.00000
  8396      7.05    -18.55  1.00000
  8397      7.05    -18.50  1.00000
  8398      7.05    -18.45  1.00000
  8399      7.05    -18.40  1.00000
  8400      7.05    -18.35  1.00000
  8401      7.05    -18.30  1.00000
  8402      7.05    -18.25  1.00000
  8403      7.05    -18.20  1.00000
  8404      7.05    -18.15  1.00000
  8405      7.05    -18.10  1.00000
  8406      7.05    -18.05  1.00000
  8407      7.05    -18.00  1.00000
  8408      7.05    -17.95  1.00000
  8409      7.05    -17.90  1.00000
  8410      7.05    -17.85  1.00000
  8411      7.05    -17.80  1.00000
  8412      7.05    -17.75  1.00000
  8413      7.05    -17.70  1.00000
  8414      7.05    -17.65  1.00000
  8415      7.05    -17.60  1.00000
  8416      7.05    -17.55  1.00000
  8417      7.05    -17.50  1.00000
  8418      7.05    -17.45  1.00000
  8419      7.05    -17.40  1.00000
  8420      7.05    -17.35  1.00000
  8421      7.05    -17.30  1.00000
  8422      7.05    -17.25  1.00000
  8423      7.05    -17.20  1.00000
  8424      7.05    -17.15  1.00000
  8425      7.05    -17.10  1.00000
  8426      7.05    -17.05  1.00000
  8427      7.05    -17.00  1.00000
  8428      7.05    -16.95  1.00000
  8429      7.05    -16.90  1.00000
  8430      7.05    -16.85  1.00000
  8431      7.05    -16.80  1.00000
  8432      7.05    -16.75  1.00000
  8433      7.05    -16.70  1.00000
  8434      7.05    -16.65  1.00000
  8435      7.05    -16.60  1.00000
  8436      7.05    -16.55  1.00000
  8437      7.05    -16.50  1.00000
  8438      7.05    -16.45  1.00000
  8439      7.05    -16.40  1.00000
  8440      7.05    -16.35  1.00000
  8441      7.05    -16.30  1.00000
  8442      7.05    -16.25  1.00000
  8443      7.05    -16.20  1.00000
  8444      7.05    -16.15  1.00000
  8445      7.05    -16.10  1.00000
  8446      7.05    -16.05  1.00000
  8447      7.05    -16.00  1.00000
  8448      7.05    -15.95  1.00000
  8449      7.05    -15.90  1.00000
  8450      7.05    -15.85  1.00000
  8451      7.05    -15.80  1.00000
  8452      7.05    -15.75  1.00000
  8453      7.05    -15.70  1.00000
  8454      7.05    -15.65  1.00000
  8455      7.05    -15.60  1.00000
  8456      7.05    -15.55  1.00000
  8457      7.05    -15.50  1.00000
  8458      7.05    -15.45  1.00000
  8459      7.05    -15.40  1.00000
  8460      7.05    -15.35  1.00000
  8461      7.05    -15.30  1.00000
  8462      7.05    -15.25  1.00000
  8463      7.05    -15.20  1.00000
  8464      7.05    -15.15  1.00000
  8465      7.05    -15.10  1.00000
  8466      7.05    -15.05  1.00000
  8467      7.05    -15.00  1.00000
  8468      7.05    -14.95  1.00000
  8469      7.10    -20.70  1.00000
  8470      7.10    -20.65  1.00000
  8471      7.10    -20.60  1.00000
  8472      7.10    -20.55  1.00000
  8473      7.10    -20.50  1.00000
  8474      7.10    -20.45  1.00000
  8475      7.10    -20.40  1.00000
  8476      7.10    -20.35  1.00000
  8477      7.10    -20.30  1.00000
  8478      7.10    -20.25  1.00000
  8479      7.10    -20.20  1.00000
  8480      7.10    -20.15  1.00000
  8481      7.10    -20.10  1.00000
  8482      7.10    -20.05  1.00000
  8483      7.10    -20.00  1.00000
  8484      7.10    -19.95  1.00000
  8485      7.10    -19.90  1.00000
  8486      7.10    -19.85  1.00000
  8487      7.10    -19.80  1.00000
  8488      7.10    -19.75  1.00000
  8489      7.10    -19.70  1.00000
  8490      7.10    -19.65  1.00000
  8491      7.10    -19.60  1.00000
  8492      7.10    -19.55  1.00000
  8493      7.10    -19.50  1.00000
  8494      7.10    -19.45  1.00000
  8495      7.10    -19.40  1.00000
  8496      7.10    -19.35  1.00000
  8497      7.10    -19.30  1.00000
  8498      7.10    -19.25  1.00000
  8499      7.10    -19.20  1.00000
  8500      7.10    -19.15  1.00000
  8501      7.10    -19.10  1.00000
  8502      7.10    -19.05  1.00000
  8503      7.10    -19.00  1.00000
  8504      7.10    -18.95  1.00000
  8505      7.10    -18.90  1.00000
  8506      7.10    -18.85  1.00000
  8507      7.10    -18.80  1.00000
  8508      7.10    -18.75  1.00000
  8509      7.10    -18.70  1.00000
  8510      7.10    -18.65  1.00000
  8511      7.10    -18.60  1.00000
  8512      7.10    -18.55  1.00000
  8513      7.10    -18.50  1.00000
  8514      7.10    -18.45  1.00000
  8515      7.10    -18.40  1.00000
  8516      7.10    -18.35  1.00000
  8517      7.10    -18.30  1.00000
  8518      7.10    -18.25  1.00000
  8519      7.10    -18.20  1.00000
  8520      7.10    -18.15  1.00000
  8521      7.10    -18.10  1.00000
  8522      7.10    -18.05  1.00000
  8523      7.10    -18.00  1.00000
  8524      7.10    -17.95  1.00000
  8525      7.10    -17.90  1.00000
  8526      7.10    -17.85  1.00000
  8527      7.10    -17.80  1.00000
  8528      7.10    -17.75  1.00000
  8529      7.10    -17.70  1.00000
  8530      7.10    -17.65  1.00000
  8531      7.10    -17.60  1.00000
  8532      7.10    -17.55  1.00000
  8533      7.10    -17.50  1.00000
  8534      7.10    -17.45  1.00000
  8535      7.10    -17.40  1.00000
  8536      7.10    -17.35  1.00000
  8537      7.10    -17.30  1.00000
  8538      7.10    -17.25  1.00000
  8539      7.10    -17.20  1.00000
  8540      7.10    -17.15  1.00000
  8541      7.10    -17.10  1.00000
  8542      7.10    -17.05  1.00000
  8543      7.10    -17.00  1.00000
  8544      7.10    -16.95  1.00000
  8545      7.10    -16.90  1.00000
  8546      7.10    -16.85  1.00000
  8547      7.10    -16.80  1.00000
  8548      7.10    -16.75  1.00000
  8549      7.10    -16.70  1.00000
  8550      7.10    -16.65  1.00000
  8551      7.10    -16.60  1.00000
  8552      7.10    -16.55  1.00000
  8553      7.10    -16.50  1.00000
  8554      7.10    -16.45  1.00000
  8555      7.10    -16.40  1.00000
  8556      7.10    -16.35  1.00000
  8557      7.10    -16.30  1.00000
  8558      7.10    -16.25  1.00000
  8559      7.10    -16.20  1.00000
  8560      7.10    -16.15  1.00000
  8561      7.10    -16.10  1.00000
  8562      7.10    -16.05  1.00000
  8563      7.10    -16.00  1.00000
  8564      7.10    -15.95  1.00000
  8565      7.10    -15.90  1.00000
  8566      7.10    -15.85  1.00000
  8567      7.10    -15.80  1.00000
  8568      7.10    -15.75  1.00000
  8569      7.10    -15.70  1.00000
  8570      7.10    -15.65  1.00000
  8571      7.10    -15.60  1.00000
  8572      7.10    -15.55  1.00000
  8573      7.10    -15.50  1.00000
  8574      7.10    -15.45  1.00000
  8575      7.10    -15.40  1.00000
  8576      7.10    -15.35  1.00000
  8577      7.10    -15.30  1.00000
  8578      7.10    -15.25  1.00000
  8579      7.10    -15.20  1.00000
  8580      7.10    -15.15  1.00000
  8581      7.10    -15.10  1.00000
  8582      7.10    -15.05  1.00000
  8583      7.10    -15.00  1.00000
  8584      7.10    -14.95  1.00000
  8585      7.15    -20.70  1.00000
  8586      7.15    -20.65  1.00000
  8587      7.15    -20.60  1.00000
  8588      7.15    -20.55  1.00000
  8589      7.15    -20.50  1.00000
  8590      7.15    -20.45  1.00000
  8591      7.15    -20.40  1.00000
  8592      7.15    -20.35  1.00000
  8593      7.15    -20.30  1.00000
  8594      7.15    -20.25  1.00000
  8595      7.15    -20.20  1.00000
  8596      7.15    -20.15  1.00000
  8597      7.15    -20.10  1.00000
  8598      7.15    -20.05  1.00000
  8599      7.15    -20.00  1.00000
  8600      7.15    -19.95  1.00000
  8601      7.15    -19.90  1.00000
  8602      7.15    -19.85  1.00000
  8603      7.15    -19.80  1.00000
  8604      7.15    -19.75  1.00000
  8605      7.15    -19.70  1.00000
  8606      7.15    -19.65  1.00000
  8607      7.15    -19.60  1.00000
  8608      7.15    -19.55  1.00000
  8609      7.15    -19.50  1.00000
  8610      7.15    -19.45  1.00000
  8611      7.15    -19.40  1.00000
  8612      7.15    -19.35  1.00000
  8613      7.15    -19.30  1.00000
  8614      7.15    -19.25  1.00000
  8615      7.15    -19.20  1.00000
  8616      7.15    -19.15  1.00000
  8617      7.15    -19.10  1.00000
  8618      7.15    -19.05  1.00000
  8619      7.15    -19.00  1.00000
  8620      7.15    -18.95  1.00000
  8621      7.15    -18.90  1.00000
  8622      7.15    -18.85  1.00000
  8623      7.15    -18.80  1.00000
  8624      7.15    -18.75  1.00000
  8625      7.15    -18.70  1.00000
  8626      7.15    -18.65  1.00000
  8627      7.15    -18.60  1.00000
  8628      7.15    -18.55  1.00000
  8629      7.15    -18.50  1.00000
  8630      7.15    -18.45  1.00000
  8631      7.15    -18.40  1.00000
  8632      7.15    -18.35  1.00000
  8633      7.15    -18.30  1.00000
  8634      7.15    -18.25  1.00000
  8635      7.15    -18.20  1.00000
  8636      7.15    -18.15  1.00000
  8637      7.15    -18.10  1.00000
  8638      7.15    -18.05  1.00000
  8639      7.15    -18.00  1.00000
  8640      7.15    -17.95  1.00000
  8641      7.15    -17.90  1.00000
  8642      7.15    -17.85  1.00000
  8643      7.15    -17.80  1.00000
  8644      7.15    -17.75  1.00000
  8645      7.15    -17.70  1.00000
  8646      7.15    -17.65  1.00000
  8647      7.15    -17.60  1.00000
  8648      7.15    -17.55  1.00000
  8649      7.15    -17.50  1.00000
  8650      7.15    -17.45  1.00000
  8651      7.15    -17.40  1.00000
  8652      7.15    -17.35  1.00000
  8653      7.15    -17.30  1.00000
  8654      7.15    -17.25  1.00000
  8655      7.15    -17.20  1.00000
  8656      7.15    -17.15  1.00000
  8657      7.15    -17.10  1.00000
  8658      7.15    -17.05  1.00000
  8659      7.15    -17.00  1.00000
  8660      7.15    -16.95  1.00000
  8661      7.15    -16.90  1.00000
  8662      7.15    -16.85  1.00000
  8663      7.15    -16.80  1.00000
  8664      7.15    -16.75  1.00000
  8665      7.15    -16.70  1.00000
  8666      7.15    -16.65  1.00000
  8667      7.15    -16.60  1.00000
  8668      7.15    -16.55  1.00000
  8669      7.15    -16.50  1.00000
  8670      7.15    -16.45  1.00000
  8671      7.15    -16.40  1.00000
  8672      7.15    -16.35  1.00000
  8673      7.15    -16.30  1.00000
  8674      7.15    -16.25  1.00000
  8675      7.15    -16.20  1.00000
  8676      7.15    -16.15  1.00000
  8677      7.15    -16.10  1.00000
  8678      7.15    -16.05  1.00000
  8679      7.15    -16.00  1.00000
  8680      7.15    -15.95  1.00000
  8681      7.15    -15.90  1.00000
  8682      7.15    -15.85  1.00000
  8683      7.15    -15.80  1.00000
  8684      7.15    -15.75  1.00000
  8685      7.15    -15.70  1.00000
  8686      7.15    -15.65  1.00000
  8687      7.15    -15.60  1.00000
  8688      7.15    -15.55  1.00000
  8689      7.15    -15.50  1.00000
  8690      7.15    -15.45  1.00000
  8691      7.15    -15.40  1.00000
  8692      7.15    -15.35  1.00000
  8693      7.15    -15.30  1.00000
  8694      7.15    -15.25  1.00000
  8695      7.15    -15.20  1.00000
  8696      7.15    -15.15  1.00000
  8697      7.15    -15.10  1.00000
  8698      7.15    -15.05  1.00000
  8699      7.15    -15.00  1.00000
  8700      7.15    -14.95  1.00000
  8701      7.20    -20.70  1.00000
  8702      7.20    -20.65  1.00000
  8703      7.20    -20.60  1.00000
  8704      7.20    -20.55  1.00000
  8705      7.20    -20.50  1.00000
  8706      7.20    -20.45  1.00000
  8707      7.20    -20.40  1.00000
  8708      7.20    -20.35  1.00000
  8709      7.20    -20.30  1.00000
  8710      7.20    -20.25  1.00000
  8711      7.20    -20.20  1.00000
  8712      7.20    -20.15  1.00000
  8713      7.20    -20.10  1.00000
  8714      7.20    -20.05  1.00000
  8715      7.20    -20.00  1.00000
  8716      7.20    -19.95  1.00000
  8717      7.20    -19.90  1.00000
  8718      7.20    -19.85  1.00000
  8719      7.20    -19.80  1.00000
  8720      7.20    -19.75  1.00000
  8721      7.20    -19.70  1.00000
  8722      7.20    -19.65  1.00000
  8723      7.20    -19.60  1.00000
  8724      7.20    -19.55  1.00000
  8725      7.20    -19.50  1.00000
  8726      7.20    -19.45  1.00000
  8727      7.20    -19.40  1.00000
  8728      7.20    -19.35  1.00000
  8729      7.20    -19.30  1.00000
  8730      7.20    -19.25  1.00000
  8731      7.20    -19.20  1.00000
  8732      7.20    -19.15  1.00000
  8733      7.20    -19.10  1.00000
  8734      7.20    -19.05  1.00000
  8735      7.20    -19.00  1.00000
  8736      7.20    -18.95  1.00000
  8737      7.20    -18.90  1.00000
  8738      7.20    -18.85  1.00000
  8739      7.20    -18.80  1.00000
  8740      7.20    -18.75  1.00000
  8741      7.20    -18.70  1.00000
  8742      7.20    -18.65  1.00000
  8743      7.20    -18.60  1.00000
  8744      7.20    -18.55  1.00000
  8745      7.20    -18.50  1.00000
  8746      7.20    -18.45  1.00000
  8747      7.20    -18.40  1.00000
  8748      7.20    -18.35  1.00000
  8749      7.20    -18.30  1.00000
  8750      7.20    -18.25  1.00000
  8751      7.20    -18.20  1.00000
  8752      7.20    -18.15  1.00000
  8753      7.20    -18.10  1.00000
  8754      7.20    -18.05  1.00000
  8755      7.20    -18.00  1.00000
  8756      7.20    -17.95  1.00000
  8757      7.20    -17.90  1.00000
  8758      7.20    -17.85  1.00000
  8759      7.20    -17.80  1.00000
  8760      7.20    -17.75  1.00000
  8761      7.20    -17.70  1.00000
  8762      7.20    -17.65  1.00000
  8763      7.20    -17.60  1.00000
  8764      7.20    -17.55  1.00000
  8765      7.20    -17.50  1.00000
  8766      7.20    -17.45  1.00000
  8767      7.20    -17.40  1.00000
  8768      7.20    -17.35  1.00000
  8769      7.20    -17.30  1.00000
  8770      7.20    -17.25  1.00000
  8771      7.20    -17.20  1.00000
  8772      7.20    -17.15  1.00000
  8773      7.20    -17.10  1.00000
  8774      7.20    -17.05  1.00000
  8775      7.20    -17.00  1.00000
  8776      7.20    -16.95  1.00000
  8777      7.20    -16.90  1.00000
  8778      7.20    -16.85  1.00000
  8779      7.20    -16.80  1.00000
  8780      7.20    -16.75  1.00000
  8781      7.20    -16.70  1.00000
  8782      7.20    -16.65  1.00000
  8783      7.20    -16.60  1.00000
  8784      7.20    -16.55  1.00000
  8785      7.20    -16.50  1.00000
  8786      7.20    -16.45  1.00000
  8787      7.20    -16.40  1.00000
  8788      7.20    -16.35  1.00000
  8789      7.20    -16.30  1.00000
  8790      7.20    -16.25  1.00000
  8791      7.20    -16.20  1.00000
  8792      7.20    -16.15  1.00000
  8793      7.20    -16.10  1.00000
  8794      7.20    -16.05  1.00000
  8795      7.20    -16.00  1.00000
  8796      7.20    -15.95  1.00000
  8797      7.20    -15.90  1.00000
  8798      7.20    -15.85  1.00000
  8799      7.20    -15.80  1.00000
  8800      7.20    -15.75  1.00000
  8801      7.20    -15.70  1.00000
  8802      7.20    -15.65  1.00000
  8803      7.20    -15.60  1.00000
  8804      7.20    -15.55  1.00000
  8805      7.20    -15.50  1.00000
  8806      7.20    -15.45  1.00000
  8807      7.20    -15.40  1.00000
  8808      7.20    -15.35  1.00000
  8809      7.20    -15.30  1.00000
  8810      7.20    -15.25  1.00000
  8811      7.20    -15.20  1.00000
  8812      7.20    -15.15  1.00000
  8813      7.20    -15.10  1.00000
  8814      7.20    -15.05  1.00000
  8815      7.20    -15.00  1.00000
  8816      7.20    -14.95  1.00000
  8817      7.25    -20.70  1.00000
  8818      7.25    -20.65  1.00000
  8819      7.25    -20.60  1.00000
  8820      7.25    -20.55  1.00000
  8821      7.25    -20.50  1.00000
  8822      7.25    -20.45  1.00000
  8823      7.25    -20.40  1.00000
  8824      7.25    -20.35  1.00000
  8825      7.25    -20.30  1.00000
  8826      7.25    -20.25  1.00000
  8827      7.25    -20.20  1.00000
  8828      7.25    -20.15  1.00000
  8829      7.25    -20.10  1.00000
  8830      7.25    -20.05  1.00000
  8831      7.25    -20.00  1.00000
  8832      7.25    -19.95  1.00000
  8833      7.25    -19.90  1.00000
  8834      7.25    -19.85  1.00000
  8835      7.25    -19.80  1.00000
  8836      7.25    -19.75  1.00000
  8837      7.25    -19.70  1.00000
  8838      7.25    -19.65  1.00000
  8839      7.25    -19.60  1.00000
  8840      7.25    -19.55  1.00000
  8841      7.25    -19.50  1.00000
  8842      7.25    -19.45  1.00000
  8843      7.25    -19.40  1.00000
  8844      7.25    -19.35  1.00000
  8845      7.25    -19.30  1.00000
  8846      7.25    -19.25  1.00000
  8847      7.25    -19.20  1.00000
  8848      7.25    -19.15  1.00000
  8849      7.25    -19.10  1.00000
  8850      7.25    -19.05  1.00000
  8851      7.25    -19.00  1.00000
  8852      7.25    -18.95  1.00000
  8853      7.25    -18.90  1.00000
  8854      7.25    -18.85  1.00000
  8855      7.25    -18.80  1.00000
  8856      7.25    -18.75  1.00000
  8857      7.25    -18.70  1.00000
  8858      7.25    -18.65  1.00000
  8859      7.25    -18.60  1.00000
  8860      7.25    -18.55  1.00000
  8861      7.25    -18.50  1.00000
  8862      7.25    -18.45  1.00000
  8863      7.25    -18.40  1.00000
  8864      7.25    -18.35  1.00000
  8865      7.25    -18.30  1.00000
  8866      7.25    -18.25  1.00000
  8867      7.25    -18.20  1.00000
  8868      7.25    -18.15  1.00000
  8869      7.25    -18.10  1.00000
  8870      7.25    -18.05  1.00000
  8871      7.25    -18.00  1.00000
  8872      7.25    -17.95  1.00000
  8873      7.25    -17.90  1.00000
  8874      7.25    -17.85  1.00000
  8875      7.25    -17.80  1.00000
  8876      7.25    -17.75  1.00000
  8877      7.25    -17.70  1.00000
  8878      7.25    -17.65  1.00000
  8879      7.25    -17.60  1.00000
  8880      7.25    -17.55  1.00000
  8881      7.25    -17.50  1.00000
  8882      7.25    -17.45  1.00000
  8883      7.25    -17.40  1.00000
  8884      7.25    -17.35  1.00000
  8885      7.25    -17.30  1.00000
  8886      7.25    -17.25  1.00000
  8887      7.25    -17.20  1.00000
  8888      7.25    -17.15  1.00000
  8889      7.25    -17.10  1.00000
  8890      7.25    -17.05  1.00000
  8891      7.25    -17.00  1.00000
  8892      7.25    -16.95  1.00000
  8893      7.25    -16.90  1.00000
  8894      7.25    -16.85  1.00000
  8895      7.25    -16.80  1.00000
  8896      7.25    -16.75  1.00000
  8897      7.25    -16.70  1.00000
  8898      7.25    -16.65  1.00000
  8899      7.25    -16.60  1.00000
  8900      7.25    -16.55  1.00000
  8901      7.25    -16.50  1.00000
  8902      7.25    -16.45  1.00000
  8903      7.25    -16.40  1.00000
  8904      7.25    -16.35  1.00000
  8905      7.25    -16.30  1.00000
  8906      7.25    -16.25  1.00000
  8907      7.25    -16.20  1.00000
  8908      7.25    -16.15  1.00000
  8909      7.25    -16.10  1.00000
  8910      7.25    -16.05  1.00000
  8911      7.25    -16.00  1.00000
  8912      7.25    -15.95  1.00000
  8913      7.25    -15.90  1.00000
  8914      7.25    -15.85  1.00000
  8915      7.25    -15.80  1.00000
  8916      7.25    -15.75  1.00000
  8917      7.25    -15.70  1.00000
  8918      7.25    -15.65  1.00000
  8919      7.25    -15.60  1.00000
  8920      7.25    -15.55  1.00000
  8921      7.25    -15.50  1.00000
  8922      7.25    -15.45  1.00000
  8923      7.25    -15.40  1.00000
  8924      7.25    -15.35  1.00000
  8925      7.25    -15.30  1.00000
  8926      7.25    -15.25  1.00000
  8927      7.25    -15.20  1.00000
  8928      7.25    -15.15  1.00000
  8929      7.25    -15.10  1.00000
  8930      7.25    -15.05  1.00000
  8931      7.25    -15.00  1.00000
  8932      7.25    -14.95  1.00000
  8933      7.30    -20.70  1.00000
  8934      7.30    -20.65  1.00000
  8935      7.30    -20.60  1.00000
  8936      7.30    -20.55  1.00000
  8937      7.30    -20.50  1.00000
  8938      7.30    -20.45  1.00000
  8939      7.30    -20.40  1.00000
  8940      7.30    -20.35  1.00000
  8941      7.30    -20.30  1.00000
  8942      7.30    -20.25  1.00000
  8943      7.30    -20.20  1.00000
  8944      7.30    -20.15  1.00000
  8945      7.30    -20.10  1.00000
  8946      7.30    -20.05  1.00000
  8947      7.30    -20.00  1.00000
  8948      7.30    -19.95  1.00000
  8949      7.30    -19.90  1.00000
  8950      7.30    -19.85  1.00000
  8951      7.30    -19.80  1.00000
  8952      7.30    -19.75  1.00000
  8953      7.30    -19.70  1.00000
  8954      7.30    -19.65  1.00000
  8955      7.30    -19.60  1.00000
  8956      7.30    -19.55  1.00000
  8957      7.30    -19.50  1.00000
  8958      7.30    -19.45  1.00000
  8959      7.30    -19.40  1.00000
  8960      7.30    -19.35  1.00000
  8961      7.30    -19.30  1.00000
  8962      7.30    -19.25  1.00000
  8963      7.30    -19.20  1.00000
  8964      7.30    -19.15  1.00000
  8965      7.30    -19.10  1.00000
  8966      7.30    -19.05  1.00000
  8967      7.30    -19.00  1.00000
  8968      7.30    -18.95  1.00000
  8969      7.30    -18.90  1.00000
  8970      7.30    -18.85  1.00000
  8971      7.30    -18.80  1.00000
  8972      7.30    -18.75  1.00000
  8973      7.30    -18.70  1.00000
  8974      7.30    -18.65  1.00000
  8975      7.30    -18.60  1.00000
  8976      7.30    -18.55  1.00000
  8977      7.30    -18.50  1.00000
  8978      7.30    -18.45  1.00000
  8979      7.30    -18.40  1.00000
  8980      7.30    -18.35  1.00000
  8981      7.30    -18.30  1.00000
  8982      7.30    -18.25  1.00000
  8983      7.30    -18.20  1.00000
  8984      7.30    -18.15  1.00000
  8985      7.30    -18.10  1.00000
  8986      7.30    -18.05  1.00000
  8987      7.30    -18.00  1.00000
  8988      7.30    -17.95  1.00000
  8989      7.30    -17.90  1.00000
  8990      7.30    -17.85  1.00000
  8991      7.30    -17.80  1.00000
  8992      7.30    -17.75  1.00000
  8993      7.30    -17.70  1.00000
  8994      7.30    -17.65  1.00000
  8995      7.30    -17.60  1.00000
  8996      7.30    -17.55  1.00000
  8997      7.30    -17.50  1.00000
  8998      7.30    -17.45  1.00000
  8999      7.30    -17.40  1.00000
  9000      7.30    -17.35  1.00000
  9001      7.30    -17.30  1.00000
  9002      7.30    -17.25  1.00000
  9003      7.30    -17.20  1.00000
  9004      7.30    -17.15  1.00000
  9005      7.30    -17.10  1.00000
  9006      7.30    -17.05  1.00000
  9007      7.30    -17.00  1.00000
  9008      7.30    -16.95  1.00000
  9009      7.30    -16.90  1.00000
  9010      7.30    -16.85  1.00000
  9011      7.30    -16.80  1.00000
  9012      7.30    -16.75  1.00000
  9013      7.30    -16.70  1.00000
  9014      7.30    -16.65  1.00000
  9015      7.30    -16.60  1.00000
  9016      7.30    -16.55  1.00000
  9017      7.30    -16.50  1.00000
  9018      7.30    -16.45  1.00000
  9019      7.30    -16.40  1.00000
  9020      7.30    -16.35  1.00000
  9021      7.30    -16.30  1.00000
  9022      7.30    -16.25  1.00000
  9023      7.30    -16.20  1.00000
  9024      7.30    -16.15  1.00000
  9025      7.30    -16.10  1.00000
  9026      7.30    -16.05  1.00000
  9027      7.30    -16.00  1.00000
  9028      7.30    -15.95  1.00000
  9029      7.30    -15.90  1.00000
  9030      7.30    -15.85  1.00000
  9031      7.30    -15.80  1.00000
  9032      7.30    -15.75  1.00000
  9033      7.30    -15.70  1.00000
  9034      7.30    -15.65  1.00000
  9035      7.30    -15.60  1.00000
  9036      7.30    -15.55  1.00000
  9037      7.30    -15.50  1.00000
  9038      7.30    -15.45  1.00000
  9039      7.30    -15.40  1.00000
  9040      7.30    -15.35  1.00000
  9041      7.30    -15.30  1.00000
  9042      7.30    -15.25  1.00000
  9043      7.30    -15.20  1.00000
  9044      7.30    -15.15  1.00000
  9045      7.30    -15.10  1.00000
  9046      7.30    -15.05  1.00000
  9047      7.30    -15.00  1.00000
  9048      7.30    -14.95  1.00000
  9049      7.35    -20.70  1.00000
  9050      7.35    -20.65  1.00000
  9051      7.35    -20.60  1.00000
  9052      7.35    -20.55  1.00000
  9053      7.35    -20.50  1.00000
  9054      7.35    -20.45  1.00000
  9055      7.35    -20.40  1.00000
  9056      7.35    -20.35  1.00000
  9057      7.35    -20.30  1.00000
  9058      7.35    -20.25  1.00000
  9059      7.35    -20.20  1.00000
  9060      7.35    -20.15  1.00000
  9061      7.35    -20.10  1.00000
  9062      7.35    -20.05  1.00000
  9063      7.35    -20.00  1.00000
  9064      7.35    -19.95  1.00000
  9065      7.35    -19.90  1.00000
  9066      7.35    -19.85  1.00000
  9067      7.35    -19.80  1.00000
  9068      7.35    -19.75  1.00000
  9069      7.35    -19.70  1.00000
  9070      7.35    -19.65  1.00000
  9071      7.35    -19.60  1.00000
  9072      7.35    -19.55  1.00000
  9073      7.35    -19.50  1.00000
  9074      7.35    -19.45  1.00000
  9075      7.35    -19.40  1.00000
  9076      7.35    -19.35  1.00000
  9077      7.35    -19.30  1.00000
  9078      7.35    -19.25  1.00000
  9079      7.35    -19.20  1.00000
  9080      7.35    -19.15  1.00000
  9081      7.35    -19.10  1.00000
  9082      7.35    -19.05  1.00000
  9083      7.35    -19.00  1.00000
  9084      7.35    -18.95  1.00000
  9085      7.35    -18.90  1.00000
  9086      7.35    -18.85  1.00000
  9087      7.35    -18.80  1.00000
  9088      7.35    -18.75  1.00000
  9089      7.35    -18.70  1.00000
  9090      7.35    -18.65  1.00000
  9091      7.35    -18.60  1.00000
  9092      7.35    -18.55  1.00000
  9093      7.35    -18.50  1.00000
  9094      7.35    -18.45  1.00000
  9095      7.35    -18.40  1.00000
  9096      7.35    -18.35  1.00000
  9097      7.35    -18.30  1.00000
  9098      7.35    -18.25  1.00000
  9099      7.35    -18.20  1.00000
  9100      7.35    -18.15  1.00000
  9101      7.35    -18.10  1.00000
  9102      7.35    -18.05  1.00000
  9103      7.35    -18.00  1.00000
  9104      7.35    -17.95  1.00000
  9105      7.35    -17.90  1.00000
  9106      7.35    -17.85  1.00000
  9107      7.35    -17.80  1.00000
  9108      7.35    -17.75  1.00000
  9109      7.35    -17.70  1.00000
  9110      7.35    -17.65  1.00000
  9111      7.35    -17.60  1.00000
  9112      7.35    -17.55  1.00000
  9113      7.35    -17.50  1.00000
  9114      7.35    -17.45  1.00000
  9115      7.35    -17.40  1.00000
  9116      7.35    -17.35  1.00000
  9117      7.35    -17.30  1.00000
  9118      7.35    -17.25  1.00000
  9119      7.35    -17.20  1.00000
  9120      7.35    -17.15  1.00000
  9121      7.35    -17.10  1.00000
  9122      7.35    -17.05  1.00000
  9123      7.35    -17.00  1.00000
  9124      7.35    -16.95  1.00000
  9125      7.35    -16.90  1.00000
  9126      7.35    -16.85  1.00000
  9127      7.35    -16.80  1.00000
  9128      7.35    -16.75  1.00000
  9129      7.35    -16.70  1.00000
  9130      7.35    -16.65  1.00000
  9131      7.35    -16.60  1.00000
  9132      7.35    -16.55  1.00000
  9133      7.35    -16.50  1.00000
  9134      7.35    -16.45  1.00000
  9135      7.35    -16.40  1.00000
  9136      7.35    -16.35  1.00000
