# LRD Data from Krishna from Kocevski et al
# Survey: NGDEEP
# The value or p is taken to be 1 for now
# counter   z       M1450   p
  2832      4.65    -18.35  1.00000
  2833      4.65    -18.30  1.00000
  2834      4.65    -18.25  1.00000
  2835      4.65    -18.20  1.00000
  2836      4.65    -18.15  1.00000
  2837      4.65    -18.10  1.00000
  2838      4.65    -18.05  1.00000
  2839      4.65    -18.00  1.00000
  2840      4.65    -17.95  1.00000
  2841      4.65    -17.90  1.00000
  2842      4.65    -17.85  1.00000
  2843      4.65    -17.80  1.00000
  2844      4.65    -17.75  1.00000
  2845      4.65    -17.70  1.00000
  2846      4.65    -17.65  1.00000
  2847      4.65    -17.60  1.00000
  2848      4.65    -17.55  1.00000
  2849      4.65    -17.50  1.00000
  2850      4.65    -17.45  1.00000
  2851      4.65    -17.40  1.00000
  2852      4.65    -17.35  1.00000
  2853      4.65    -17.30  1.00000
  2854      4.65    -17.25  1.00000
  2855      4.65    -17.20  1.00000
  2856      4.65    -17.15  1.00000
  2857      4.65    -17.10  1.00000
  2858      4.65    -17.05  1.00000
  2859      4.65    -17.00  1.00000
  2860      4.65    -16.95  1.00000
  2861      4.65    -16.90  1.00000
  2862      4.65    -16.85  1.00000
  2863      4.65    -16.80  1.00000
  2864      4.65    -16.75  1.00000
  2865      4.65    -16.70  1.00000
  2866      4.65    -16.65  1.00000
  2867      4.65    -16.60  1.00000
  2868      4.65    -16.55  1.00000
  2869      4.65    -16.50  1.00000
  2870      4.65    -16.45  1.00000
  2871      4.65    -16.40  1.00000
  2872      4.65    -16.35  1.00000
  2873      4.65    -16.30  1.00000
  2874      4.65    -16.25  1.00000
  2875      4.65    -16.20  1.00000
  2876      4.65    -16.15  1.00000
  2877      4.65    -16.10  1.00000
  2878      4.65    -16.05  1.00000
  2879      4.65    -16.00  1.00000
  2880      4.65    -15.95  1.00000
  2881      4.65    -15.90  1.00000
  2882      4.65    -15.85  1.00000
  2883      4.65    -15.80  1.00000
  2884      4.65    -15.75  1.00000
  2885      4.65    -15.70  1.00000
  2886      4.65    -15.65  1.00000
  2887      4.65    -15.60  1.00000
  2888      4.65    -15.55  1.00000
  2889      4.65    -15.50  1.00000
  2890      4.65    -15.45  1.00000
  2891      4.65    -15.40  1.00000
  2892      4.65    -15.35  1.00000
  2893      4.65    -15.30  1.00000
  2894      4.65    -15.25  1.00000
  2895      4.65    -15.20  1.00000
  2896      4.65    -15.15  1.00000
  2897      4.65    -15.10  1.00000
  2898      4.65    -15.05  1.00000
  2899      4.65    -15.00  1.00000
  2900      4.65    -14.95  1.00000
  2901      4.70    -20.70  1.00000
  2902      4.70    -20.65  1.00000
  2903      4.70    -20.60  1.00000
  2904      4.70    -20.55  1.00000
  2905      4.70    -20.50  1.00000
  2906      4.70    -20.45  1.00000
  2907      4.70    -20.40  1.00000
  2908      4.70    -20.35  1.00000
  2909      4.70    -20.30  1.00000
  2910      4.70    -20.25  1.00000
  2911      4.70    -20.20  1.00000
  2912      4.70    -20.15  1.00000
  2913      4.70    -20.10  1.00000
  2914      4.70    -20.05  1.00000
  2915      4.70    -20.00  1.00000
  2916      4.70    -19.95  1.00000
  2917      4.70    -19.90  1.00000
  2918      4.70    -19.85  1.00000
  2919      4.70    -19.80  1.00000
  2920      4.70    -19.75  1.00000
  2921      4.70    -19.70  1.00000
  2922      4.70    -19.65  1.00000
  2923      4.70    -19.60  1.00000
  2924      4.70    -19.55  1.00000
  2925      4.70    -19.50  1.00000
  2926      4.70    -19.45  1.00000
  2927      4.70    -19.40  1.00000
  2928      4.70    -19.35  1.00000
  2929      4.70    -19.30  1.00000
  2930      4.70    -19.25  1.00000
  2931      4.70    -19.20  1.00000
  2932      4.70    -19.15  1.00000
  2933      4.70    -19.10  1.00000
  2934      4.70    -19.05  1.00000
  2935      4.70    -19.00  1.00000
  2936      4.70    -18.95  1.00000
  2937      4.70    -18.90  1.00000
  2938      4.70    -18.85  1.00000
  2939      4.70    -18.80  1.00000
  2940      4.70    -18.75  1.00000
  2941      4.70    -18.70  1.00000
  2942      4.70    -18.65  1.00000
  2943      4.70    -18.60  1.00000
  2944      4.70    -18.55  1.00000
  2945      4.70    -18.50  1.00000
  2946      4.70    -18.45  1.00000
  2947      4.70    -18.40  1.00000
  2948      4.70    -18.35  1.00000
  2949      4.70    -18.30  1.00000
  2950      4.70    -18.25  1.00000
  2951      4.70    -18.20  1.00000
  2952      4.70    -18.15  1.00000
  2953      4.70    -18.10  1.00000
  2954      4.70    -18.05  1.00000
  2955      4.70    -18.00  1.00000
  2956      4.70    -17.95  1.00000
  2957      4.70    -17.90  1.00000
  2958      4.70    -17.85  1.00000
  2959      4.70    -17.80  1.00000
  2960      4.70    -17.75  1.00000
  2961      4.70    -17.70  1.00000
  2962      4.70    -17.65  1.00000
  2963      4.70    -17.60  1.00000
  2964      4.70    -17.55  1.00000
  2965      4.70    -17.50  1.00000
  2966      4.70    -17.45  1.00000
  2967      4.70    -17.40  1.00000
  2968      4.70    -17.35  1.00000
  2969      4.70    -17.30  1.00000
  2970      4.70    -17.25  1.00000
  2971      4.70    -17.20  1.00000
  2972      4.70    -17.15  1.00000
  2973      4.70    -17.10  1.00000
  2974      4.70    -17.05  1.00000
  2975      4.70    -17.00  1.00000
  2976      4.70    -16.95  1.00000
  2977      4.70    -16.90  1.00000
  2978      4.70    -16.85  1.00000
  2979      4.70    -16.80  1.00000
  2980      4.70    -16.75  1.00000
  2981      4.70    -16.70  1.00000
  2982      4.70    -16.65  1.00000
  2983      4.70    -16.60  1.00000
  2984      4.70    -16.55  1.00000
  2985      4.70    -16.50  1.00000
  2986      4.70    -16.45  1.00000
  2987      4.70    -16.40  1.00000
  2988      4.70    -16.35  1.00000
  2989      4.70    -16.30  1.00000
  2990      4.70    -16.25  1.00000
  2991      4.70    -16.20  1.00000
  2992      4.70    -16.15  1.00000
  2993      4.70    -16.10  1.00000
  2994      4.70    -16.05  1.00000
  2995      4.70    -16.00  1.00000
  2996      4.70    -15.95  1.00000
  2997      4.70    -15.90  1.00000
  2998      4.70    -15.85  1.00000
  2999      4.70    -15.80  1.00000
  3000      4.70    -15.75  1.00000
  3001      4.70    -15.70  1.00000
  3002      4.70    -15.65  1.00000
  3003      4.70    -15.60  1.00000
  3004      4.70    -15.55  1.00000
  3005      4.70    -15.50  1.00000
  3006      4.70    -15.45  1.00000
  3007      4.70    -15.40  1.00000
  3008      4.70    -15.35  1.00000
  3009      4.70    -15.30  1.00000
  3010      4.70    -15.25  1.00000
  3011      4.70    -15.20  1.00000
  3012      4.70    -15.15  1.00000
  3013      4.70    -15.10  1.00000
  3014      4.70    -15.05  1.00000
  3015      4.70    -15.00  1.00000
  3016      4.70    -14.95  1.00000
  3017      4.75    -20.70  1.00000
  3018      4.75    -20.65  1.00000
  3019      4.75    -20.60  1.00000
  3020      4.75    -20.55  1.00000
  3021      4.75    -20.50  1.00000
  3022      4.75    -20.45  1.00000
  3023      4.75    -20.40  1.00000
  3024      4.75    -20.35  1.00000
  3025      4.75    -20.30  1.00000
  3026      4.75    -20.25  1.00000
  3027      4.75    -20.20  1.00000
  3028      4.75    -20.15  1.00000
  3029      4.75    -20.10  1.00000
  3030      4.75    -20.05  1.00000
  3031      4.75    -20.00  1.00000
  3032      4.75    -19.95  1.00000
  3033      4.75    -19.90  1.00000
  3034      4.75    -19.85  1.00000
  3035      4.75    -19.80  1.00000
  3036      4.75    -19.75  1.00000
  3037      4.75    -19.70  1.00000
  3038      4.75    -19.65  1.00000
  3039      4.75    -19.60  1.00000
  3040      4.75    -19.55  1.00000
  3041      4.75    -19.50  1.00000
  3042      4.75    -19.45  1.00000
  3043      4.75    -19.40  1.00000
  3044      4.75    -19.35  1.00000
  3045      4.75    -19.30  1.00000
  3046      4.75    -19.25  1.00000
  3047      4.75    -19.20  1.00000
  3048      4.75    -19.15  1.00000
  3049      4.75    -19.10  1.00000
  3050      4.75    -19.05  1.00000
  3051      4.75    -19.00  1.00000
  3052      4.75    -18.95  1.00000
  3053      4.75    -18.90  1.00000
  3054      4.75    -18.85  1.00000
  3055      4.75    -18.80  1.00000
  3056      4.75    -18.75  1.00000
  3057      4.75    -18.70  1.00000
  3058      4.75    -18.65  1.00000
  3059      4.75    -18.60  1.00000
  3060      4.75    -18.55  1.00000
  3061      4.75    -18.50  1.00000
  3062      4.75    -18.45  1.00000
  3063      4.75    -18.40  1.00000
  3064      4.75    -18.35  1.00000
  3065      4.75    -18.30  1.00000
  3066      4.75    -18.25  1.00000
  3067      4.75    -18.20  1.00000
  3068      4.75    -18.15  1.00000
  3069      4.75    -18.10  1.00000
  3070      4.75    -18.05  1.00000
  3071      4.75    -18.00  1.00000
  3072      4.75    -17.95  1.00000
  3073      4.75    -17.90  1.00000
  3074      4.75    -17.85  1.00000
  3075      4.75    -17.80  1.00000
  3076      4.75    -17.75  1.00000
  3077      4.75    -17.70  1.00000
  3078      4.75    -17.65  1.00000
  3079      4.75    -17.60  1.00000
  3080      4.75    -17.55  1.00000
  3081      4.75    -17.50  1.00000
  3082      4.75    -17.45  1.00000
  3083      4.75    -17.40  1.00000
  3084      4.75    -17.35  1.00000
  3085      4.75    -17.30  1.00000
  3086      4.75    -17.25  1.00000
  3087      4.75    -17.20  1.00000
  3088      4.75    -17.15  1.00000
  3089      4.75    -17.10  1.00000
  3090      4.75    -17.05  1.00000
  3091      4.75    -17.00  1.00000
  3092      4.75    -16.95  1.00000
  3093      4.75    -16.90  1.00000
  3094      4.75    -16.85  1.00000
  3095      4.75    -16.80  1.00000
  3096      4.75    -16.75  1.00000
  3097      4.75    -16.70  1.00000
  3098      4.75    -16.65  1.00000
  3099      4.75    -16.60  1.00000
  3100      4.75    -16.55  1.00000
  3101      4.75    -16.50  1.00000
  3102      4.75    -16.45  1.00000
  3103      4.75    -16.40  1.00000
  3104      4.75    -16.35  1.00000
  3105      4.75    -16.30  1.00000
  3106      4.75    -16.25  1.00000
  3107      4.75    -16.20  1.00000
  3108      4.75    -16.15  1.00000
  3109      4.75    -16.10  1.00000
  3110      4.75    -16.05  1.00000
  3111      4.75    -16.00  1.00000
  3112      4.75    -15.95  1.00000
  3113      4.75    -15.90  1.00000
  3114      4.75    -15.85  1.00000
  3115      4.75    -15.80  1.00000
  3116      4.75    -15.75  1.00000
  3117      4.75    -15.70  1.00000
  3118      4.75    -15.65  1.00000
  3119      4.75    -15.60  1.00000
  3120      4.75    -15.55  1.00000
  3121      4.75    -15.50  1.00000
  3122      4.75    -15.45  1.00000
  3123      4.75    -15.40  1.00000
  3124      4.75    -15.35  1.00000
  3125      4.75    -15.30  1.00000
  3126      4.75    -15.25  1.00000
  3127      4.75    -15.20  1.00000
  3128      4.75    -15.15  1.00000
  3129      4.75    -15.10  1.00000
  3130      4.75    -15.05  1.00000
  3131      4.75    -15.00  1.00000
  3132      4.75    -14.95  1.00000
  3133      4.80    -20.70  1.00000
  3134      4.80    -20.65  1.00000
  3135      4.80    -20.60  1.00000
  3136      4.80    -20.55  1.00000
  3137      4.80    -20.50  1.00000
  3138      4.80    -20.45  1.00000
  3139      4.80    -20.40  1.00000
  3140      4.80    -20.35  1.00000
  3141      4.80    -20.30  1.00000
  3142      4.80    -20.25  1.00000
  3143      4.80    -20.20  1.00000
  3144      4.80    -20.15  1.00000
  3145      4.80    -20.10  1.00000
  3146      4.80    -20.05  1.00000
  3147      4.80    -20.00  1.00000
  3148      4.80    -19.95  1.00000
  3149      4.80    -19.90  1.00000
  3150      4.80    -19.85  1.00000
  3151      4.80    -19.80  1.00000
  3152      4.80    -19.75  1.00000
  3153      4.80    -19.70  1.00000
  3154      4.80    -19.65  1.00000
  3155      4.80    -19.60  1.00000
  3156      4.80    -19.55  1.00000
  3157      4.80    -19.50  1.00000
  3158      4.80    -19.45  1.00000
  3159      4.80    -19.40  1.00000
  3160      4.80    -19.35  1.00000
  3161      4.80    -19.30  1.00000
  3162      4.80    -19.25  1.00000
  3163      4.80    -19.20  1.00000
  3164      4.80    -19.15  1.00000
  3165      4.80    -19.10  1.00000
  3166      4.80    -19.05  1.00000
  3167      4.80    -19.00  1.00000
  3168      4.80    -18.95  1.00000
  3169      4.80    -18.90  1.00000
  3170      4.80    -18.85  1.00000
  3171      4.80    -18.80  1.00000
  3172      4.80    -18.75  1.00000
  3173      4.80    -18.70  1.00000
  3174      4.80    -18.65  1.00000
  3175      4.80    -18.60  1.00000
  3176      4.80    -18.55  1.00000
  3177      4.80    -18.50  1.00000
  3178      4.80    -18.45  1.00000
  3179      4.80    -18.40  1.00000
  3180      4.80    -18.35  1.00000
  3181      4.80    -18.30  1.00000
  3182      4.80    -18.25  1.00000
  3183      4.80    -18.20  1.00000
  3184      4.80    -18.15  1.00000
  3185      4.80    -18.10  1.00000
  3186      4.80    -18.05  1.00000
  3187      4.80    -18.00  1.00000
  3188      4.80    -17.95  1.00000
  3189      4.80    -17.90  1.00000
  3190      4.80    -17.85  1.00000
  3191      4.80    -17.80  1.00000
  3192      4.80    -17.75  1.00000
  3193      4.80    -17.70  1.00000
  3194      4.80    -17.65  1.00000
  3195      4.80    -17.60  1.00000
  3196      4.80    -17.55  1.00000
  3197      4.80    -17.50  1.00000
  3198      4.80    -17.45  1.00000
  3199      4.80    -17.40  1.00000
  3200      4.80    -17.35  1.00000
  3201      4.80    -17.30  1.00000
  3202      4.80    -17.25  1.00000
  3203      4.80    -17.20  1.00000
  3204      4.80    -17.15  1.00000
  3205      4.80    -17.10  1.00000
  3206      4.80    -17.05  1.00000
  3207      4.80    -17.00  1.00000
  3208      4.80    -16.95  1.00000
  3209      4.80    -16.90  1.00000
  3210      4.80    -16.85  1.00000
  3211      4.80    -16.80  1.00000
  3212      4.80    -16.75  1.00000
  3213      4.80    -16.70  1.00000
  3214      4.80    -16.65  1.00000
  3215      4.80    -16.60  1.00000
  3216      4.80    -16.55  1.00000
  3217      4.80    -16.50  1.00000
  3218      4.80    -16.45  1.00000
  3219      4.80    -16.40  1.00000
  3220      4.80    -16.35  1.00000
  3221      4.80    -16.30  1.00000
  3222      4.80    -16.25  1.00000
  3223      4.80    -16.20  1.00000
  3224      4.80    -16.15  1.00000
  3225      4.80    -16.10  1.00000
  3226      4.80    -16.05  1.00000
  3227      4.80    -16.00  1.00000
  3228      4.80    -15.95  1.00000
  3229      4.80    -15.90  1.00000
  3230      4.80    -15.85  1.00000
  3231      4.80    -15.80  1.00000
  3232      4.80    -15.75  1.00000
  3233      4.80    -15.70  1.00000
  3234      4.80    -15.65  1.00000
  3235      4.80    -15.60  1.00000
  3236      4.80    -15.55  1.00000
  3237      4.80    -15.50  1.00000
  3238      4.80    -15.45  1.00000
  3239      4.80    -15.40  1.00000
  3240      4.80    -15.35  1.00000
  3241      4.80    -15.30  1.00000
  3242      4.80    -15.25  1.00000
  3243      4.80    -15.20  1.00000
  3244      4.80    -15.15  1.00000
  3245      4.80    -15.10  1.00000
  3246      4.80    -15.05  1.00000
  3247      4.80    -15.00  1.00000
  3248      4.80    -14.95  1.00000
  3249      4.85    -20.70  1.00000
  3250      4.85    -20.65  1.00000
  3251      4.85    -20.60  1.00000
  3252      4.85    -20.55  1.00000
  3253      4.85    -20.50  1.00000
  3254      4.85    -20.45  1.00000
  3255      4.85    -20.40  1.00000
  3256      4.85    -20.35  1.00000
  3257      4.85    -20.30  1.00000
  3258      4.85    -20.25  1.00000
  3259      4.85    -20.20  1.00000
  3260      4.85    -20.15  1.00000
  3261      4.85    -20.10  1.00000
  3262      4.85    -20.05  1.00000
  3263      4.85    -20.00  1.00000
  3264      4.85    -19.95  1.00000
  3265      4.85    -19.90  1.00000
  3266      4.85    -19.85  1.00000
  3267      4.85    -19.80  1.00000
  3268      4.85    -19.75  1.00000
  3269      4.85    -19.70  1.00000
  3270      4.85    -19.65  1.00000
  3271      4.85    -19.60  1.00000
  3272      4.85    -19.55  1.00000
  3273      4.85    -19.50  1.00000
  3274      4.85    -19.45  1.00000
  3275      4.85    -19.40  1.00000
  3276      4.85    -19.35  1.00000
  3277      4.85    -19.30  1.00000
  3278      4.85    -19.25  1.00000
  3279      4.85    -19.20  1.00000
  3280      4.85    -19.15  1.00000
  3281      4.85    -19.10  1.00000
  3282      4.85    -19.05  1.00000
  3283      4.85    -19.00  1.00000
  3284      4.85    -18.95  1.00000
  3285      4.85    -18.90  1.00000
  3286      4.85    -18.85  1.00000
  3287      4.85    -18.80  1.00000
  3288      4.85    -18.75  1.00000
  3289      4.85    -18.70  1.00000
  3290      4.85    -18.65  1.00000
  3291      4.85    -18.60  1.00000
  3292      4.85    -18.55  1.00000
  3293      4.85    -18.50  1.00000
  3294      4.85    -18.45  1.00000
  3295      4.85    -18.40  1.00000
  3296      4.85    -18.35  1.00000
  3297      4.85    -18.30  1.00000
  3298      4.85    -18.25  1.00000
  3299      4.85    -18.20  1.00000
  3300      4.85    -18.15  1.00000
  3301      4.85    -18.10  1.00000
  3302      4.85    -18.05  1.00000
  3303      4.85    -18.00  1.00000
  3304      4.85    -17.95  1.00000
  3305      4.85    -17.90  1.00000
  3306      4.85    -17.85  1.00000
  3307      4.85    -17.80  1.00000
  3308      4.85    -17.75  1.00000
  3309      4.85    -17.70  1.00000
  3310      4.85    -17.65  1.00000
  3311      4.85    -17.60  1.00000
  3312      4.85    -17.55  1.00000
  3313      4.85    -17.50  1.00000
  3314      4.85    -17.45  1.00000
  3315      4.85    -17.40  1.00000
  3316      4.85    -17.35  1.00000
  3317      4.85    -17.30  1.00000
  3318      4.85    -17.25  1.00000
  3319      4.85    -17.20  1.00000
  3320      4.85    -17.15  1.00000
  3321      4.85    -17.10  1.00000
  3322      4.85    -17.05  1.00000
  3323      4.85    -17.00  1.00000
  3324      4.85    -16.95  1.00000
  3325      4.85    -16.90  1.00000
  3326      4.85    -16.85  1.00000
  3327      4.85    -16.80  1.00000
  3328      4.85    -16.75  1.00000
  3329      4.85    -16.70  1.00000
  3330      4.85    -16.65  1.00000
  3331      4.85    -16.60  1.00000
  3332      4.85    -16.55  1.00000
  3333      4.85    -16.50  1.00000
  3334      4.85    -16.45  1.00000
  3335      4.85    -16.40  1.00000
  3336      4.85    -16.35  1.00000
  3337      4.85    -16.30  1.00000
  3338      4.85    -16.25  1.00000
  3339      4.85    -16.20  1.00000
  3340      4.85    -16.15  1.00000
  3341      4.85    -16.10  1.00000
  3342      4.85    -16.05  1.00000
  3343      4.85    -16.00  1.00000
  3344      4.85    -15.95  1.00000
  3345      4.85    -15.90  1.00000
  3346      4.85    -15.85  1.00000
  3347      4.85    -15.80  1.00000
  3348      4.85    -15.75  1.00000
  3349      4.85    -15.70  1.00000
  3350      4.85    -15.65  1.00000
  3351      4.85    -15.60  1.00000
  3352      4.85    -15.55  1.00000
  3353      4.85    -15.50  1.00000
  3354      4.85    -15.45  1.00000
  3355      4.85    -15.40  1.00000
  3356      4.85    -15.35  1.00000
  3357      4.85    -15.30  1.00000
  3358      4.85    -15.25  1.00000
  3359      4.85    -15.20  1.00000
  3360      4.85    -15.15  1.00000
  3361      4.85    -15.10  1.00000
  3362      4.85    -15.05  1.00000
  3363      4.85    -15.00  1.00000
  3364      4.85    -14.95  1.00000
  3365      4.90    -20.70  1.00000
  3366      4.90    -20.65  1.00000
  3367      4.90    -20.60  1.00000
  3368      4.90    -20.55  1.00000
  3369      4.90    -20.50  1.00000
  3370      4.90    -20.45  1.00000
  3371      4.90    -20.40  1.00000
  3372      4.90    -20.35  1.00000
  3373      4.90    -20.30  1.00000
  3374      4.90    -20.25  1.00000
  3375      4.90    -20.20  1.00000
  3376      4.90    -20.15  1.00000
  3377      4.90    -20.10  1.00000
  3378      4.90    -20.05  1.00000
  3379      4.90    -20.00  1.00000
  3380      4.90    -19.95  1.00000
  3381      4.90    -19.90  1.00000
  3382      4.90    -19.85  1.00000
  3383      4.90    -19.80  1.00000
  3384      4.90    -19.75  1.00000
  3385      4.90    -19.70  1.00000
  3386      4.90    -19.65  1.00000
  3387      4.90    -19.60  1.00000
  3388      4.90    -19.55  1.00000
  3389      4.90    -19.50  1.00000
  3390      4.90    -19.45  1.00000
  3391      4.90    -19.40  1.00000
  3392      4.90    -19.35  1.00000
  3393      4.90    -19.30  1.00000
  3394      4.90    -19.25  1.00000
  3395      4.90    -19.20  1.00000
  3396      4.90    -19.15  1.00000
  3397      4.90    -19.10  1.00000
  3398      4.90    -19.05  1.00000
  3399      4.90    -19.00  1.00000
  3400      4.90    -18.95  1.00000
  3401      4.90    -18.90  1.00000
  3402      4.90    -18.85  1.00000
  3403      4.90    -18.80  1.00000
  3404      4.90    -18.75  1.00000
  3405      4.90    -18.70  1.00000
  3406      4.90    -18.65  1.00000
  3407      4.90    -18.60  1.00000
  3408      4.90    -18.55  1.00000
  3409      4.90    -18.50  1.00000
  3410      4.90    -18.45  1.00000
  3411      4.90    -18.40  1.00000
  3412      4.90    -18.35  1.00000
  3413      4.90    -18.30  1.00000
  3414      4.90    -18.25  1.00000
  3415      4.90    -18.20  1.00000
  3416      4.90    -18.15  1.00000
  3417      4.90    -18.10  1.00000
  3418      4.90    -18.05  1.00000
  3419      4.90    -18.00  1.00000
  3420      4.90    -17.95  1.00000
  3421      4.90    -17.90  1.00000
  3422      4.90    -17.85  1.00000
  3423      4.90    -17.80  1.00000
  3424      4.90    -17.75  1.00000
  3425      4.90    -17.70  1.00000
  3426      4.90    -17.65  1.00000
  3427      4.90    -17.60  1.00000
  3428      4.90    -17.55  1.00000
  3429      4.90    -17.50  1.00000
  3430      4.90    -17.45  1.00000
  3431      4.90    -17.40  1.00000
  3432      4.90    -17.35  1.00000
  3433      4.90    -17.30  1.00000
  3434      4.90    -17.25  1.00000
  3435      4.90    -17.20  1.00000
  3436      4.90    -17.15  1.00000
  3437      4.90    -17.10  1.00000
  3438      4.90    -17.05  1.00000
  3439      4.90    -17.00  1.00000
  3440      4.90    -16.95  1.00000
  3441      4.90    -16.90  1.00000
  3442      4.90    -16.85  1.00000
  3443      4.90    -16.80  1.00000
  3444      4.90    -16.75  1.00000
  3445      4.90    -16.70  1.00000
  3446      4.90    -16.65  1.00000
  3447      4.90    -16.60  1.00000
  3448      4.90    -16.55  1.00000
  3449      4.90    -16.50  1.00000
  3450      4.90    -16.45  1.00000
  3451      4.90    -16.40  1.00000
  3452      4.90    -16.35  1.00000
  3453      4.90    -16.30  1.00000
  3454      4.90    -16.25  1.00000
  3455      4.90    -16.20  1.00000
  3456      4.90    -16.15  1.00000
  3457      4.90    -16.10  1.00000
  3458      4.90    -16.05  1.00000
  3459      4.90    -16.00  1.00000
  3460      4.90    -15.95  1.00000
  3461      4.90    -15.90  1.00000
  3462      4.90    -15.85  1.00000
  3463      4.90    -15.80  1.00000
  3464      4.90    -15.75  1.00000
  3465      4.90    -15.70  1.00000
  3466      4.90    -15.65  1.00000
  3467      4.90    -15.60  1.00000
  3468      4.90    -15.55  1.00000
  3469      4.90    -15.50  1.00000
  3470      4.90    -15.45  1.00000
  3471      4.90    -15.40  1.00000
  3472      4.90    -15.35  1.00000
  3473      4.90    -15.30  1.00000
  3474      4.90    -15.25  1.00000
  3475      4.90    -15.20  1.00000
  3476      4.90    -15.15  1.00000
  3477      4.90    -15.10  1.00000
  3478      4.90    -15.05  1.00000
  3479      4.90    -15.00  1.00000
  3480      4.90    -14.95  1.00000
  3481      4.95    -20.70  1.00000
  3482      4.95    -20.65  1.00000
  3483      4.95    -20.60  1.00000
  3484      4.95    -20.55  1.00000
  3485      4.95    -20.50  1.00000
  3486      4.95    -20.45  1.00000
  3487      4.95    -20.40  1.00000
  3488      4.95    -20.35  1.00000
  3489      4.95    -20.30  1.00000
  3490      4.95    -20.25  1.00000
  3491      4.95    -20.20  1.00000
  3492      4.95    -20.15  1.00000
  3493      4.95    -20.10  1.00000
  3494      4.95    -20.05  1.00000
  3495      4.95    -20.00  1.00000
  3496      4.95    -19.95  1.00000
  3497      4.95    -19.90  1.00000
  3498      4.95    -19.85  1.00000
  3499      4.95    -19.80  1.00000
  3500      4.95    -19.75  1.00000
  3501      4.95    -19.70  1.00000
  3502      4.95    -19.65  1.00000
  3503      4.95    -19.60  1.00000
  3504      4.95    -19.55  1.00000
  3505      4.95    -19.50  1.00000
  3506      4.95    -19.45  1.00000
  3507      4.95    -19.40  1.00000
  3508      4.95    -19.35  1.00000
  3509      4.95    -19.30  1.00000
  3510      4.95    -19.25  1.00000
  3511      4.95    -19.20  1.00000
  3512      4.95    -19.15  1.00000
  3513      4.95    -19.10  1.00000
  3514      4.95    -19.05  1.00000
  3515      4.95    -19.00  1.00000
  3516      4.95    -18.95  1.00000
  3517      4.95    -18.90  1.00000
  3518      4.95    -18.85  1.00000
  3519      4.95    -18.80  1.00000
  3520      4.95    -18.75  1.00000
  3521      4.95    -18.70  1.00000
  3522      4.95    -18.65  1.00000
  3523      4.95    -18.60  1.00000
  3524      4.95    -18.55  1.00000
  3525      4.95    -18.50  1.00000
  3526      4.95    -18.45  1.00000
  3527      4.95    -18.40  1.00000
  3528      4.95    -18.35  1.00000
  3529      4.95    -18.30  1.00000
  3530      4.95    -18.25  1.00000
  3531      4.95    -18.20  1.00000
  3532      4.95    -18.15  1.00000
  3533      4.95    -18.10  1.00000
  3534      4.95    -18.05  1.00000
  3535      4.95    -18.00  1.00000
  3536      4.95    -17.95  1.00000
  3537      4.95    -17.90  1.00000
  3538      4.95    -17.85  1.00000
  3539      4.95    -17.80  1.00000
  3540      4.95    -17.75  1.00000
  3541      4.95    -17.70  1.00000
  3542      4.95    -17.65  1.00000
  3543      4.95    -17.60  1.00000
  3544      4.95    -17.55  1.00000
  3545      4.95    -17.50  1.00000
  3546      4.95    -17.45  1.00000
  3547      4.95    -17.40  1.00000
  3548      4.95    -17.35  1.00000
  3549      4.95    -17.30  1.00000
  3550      4.95    -17.25  1.00000
  3551      4.95    -17.20  1.00000
  3552      4.95    -17.15  1.00000
  3553      4.95    -17.10  1.00000
  3554      4.95    -17.05  1.00000
  3555      4.95    -17.00  1.00000
  3556      4.95    -16.95  1.00000
  3557      4.95    -16.90  1.00000
  3558      4.95    -16.85  1.00000
  3559      4.95    -16.80  1.00000
  3560      4.95    -16.75  1.00000
  3561      4.95    -16.70  1.00000
  3562      4.95    -16.65  1.00000
  3563      4.95    -16.60  1.00000
  3564      4.95    -16.55  1.00000
  3565      4.95    -16.50  1.00000
  3566      4.95    -16.45  1.00000
  3567      4.95    -16.40  1.00000
  3568      4.95    -16.35  1.00000
  3569      4.95    -16.30  1.00000
  3570      4.95    -16.25  1.00000
  3571      4.95    -16.20  1.00000
  3572      4.95    -16.15  1.00000
  3573      4.95    -16.10  1.00000
  3574      4.95    -16.05  1.00000
  3575      4.95    -16.00  1.00000
  3576      4.95    -15.95  1.00000
  3577      4.95    -15.90  1.00000
  3578      4.95    -15.85  1.00000
  3579      4.95    -15.80  1.00000
  3580      4.95    -15.75  1.00000
  3581      4.95    -15.70  1.00000
  3582      4.95    -15.65  1.00000
  3583      4.95    -15.60  1.00000
  3584      4.95    -15.55  1.00000
  3585      4.95    -15.50  1.00000
  3586      4.95    -15.45  1.00000
  3587      4.95    -15.40  1.00000
  3588      4.95    -15.35  1.00000
  3589      4.95    -15.30  1.00000
  3590      4.95    -15.25  1.00000
  3591      4.95    -15.20  1.00000
  3592      4.95    -15.15  1.00000
  3593      4.95    -15.10  1.00000
  3594      4.95    -15.05  1.00000
  3595      4.95    -15.00  1.00000
  3596      4.95    -14.95  1.00000
  3597      5.00    -20.70  1.00000
  3598      5.00    -20.65  1.00000
  3599      5.00    -20.60  1.00000
  3600      5.00    -20.55  1.00000
  3601      5.00    -20.50  1.00000
  3602      5.00    -20.45  1.00000
  3603      5.00    -20.40  1.00000
  3604      5.00    -20.35  1.00000
  3605      5.00    -20.30  1.00000
