# LRD Data from Krishna from Kocevski et al
# Survey: CEERS
# The value or p is taken to be 1 for now
# counter   z       M1450   p
  3421      3.55    -15.92  1.00000
  3422      3.55    -15.87  1.00000
  3423      3.55    -15.82  1.00000
  3424      3.55    -15.77  1.00000
  3425      3.55    -15.72  1.00000
  3426      3.55    -15.67  1.00000
  3427      3.55    -15.62  1.00000
  3428      3.55    -15.57  1.00000
  3429      3.55    -15.52  1.00000
  3430      3.55    -15.47  1.00000
  3431      3.55    -15.42  1.00000
  3432      3.55    -15.37  1.00000
  3433      3.60    -22.47  1.00000
  3434      3.60    -22.42  1.00000
  3435      3.60    -22.37  1.00000
  3436      3.60    -22.32  1.00000
  3437      3.60    -22.27  1.00000
  3438      3.60    -22.22  1.00000
  3439      3.60    -22.17  1.00000
  3440      3.60    -22.12  1.00000
  3441      3.60    -22.07  1.00000
  3442      3.60    -22.02  1.00000
  3443      3.60    -21.97  1.00000
  3444      3.60    -21.92  1.00000
  3445      3.60    -21.87  1.00000
  3446      3.60    -21.82  1.00000
  3447      3.60    -21.77  1.00000
  3448      3.60    -21.72  1.00000
  3449      3.60    -21.67  1.00000
  3450      3.60    -21.62  1.00000
  3451      3.60    -21.57  1.00000
  3452      3.60    -21.52  1.00000
  3453      3.60    -21.47  1.00000
  3454      3.60    -21.42  1.00000
  3455      3.60    -21.37  1.00000
  3456      3.60    -21.32  1.00000
  3457      3.60    -21.27  1.00000
  3458      3.60    -21.22  1.00000
  3459      3.60    -21.17  1.00000
  3460      3.60    -21.12  1.00000
  3461      3.60    -21.07  1.00000
  3462      3.60    -21.02  1.00000
  3463      3.60    -20.97  1.00000
  3464      3.60    -20.92  1.00000
  3465      3.60    -20.87  1.00000
  3466      3.60    -20.82  1.00000
  3467      3.60    -20.77  1.00000
  3468      3.60    -20.72  1.00000
  3469      3.60    -20.67  1.00000
  3470      3.60    -20.62  1.00000
  3471      3.60    -20.57  1.00000
  3472      3.60    -20.52  1.00000
  3473      3.60    -20.47  1.00000
  3474      3.60    -20.42  1.00000
  3475      3.60    -20.37  1.00000
  3476      3.60    -20.32  1.00000
  3477      3.60    -20.27  1.00000
  3478      3.60    -20.22  1.00000
  3479      3.60    -20.17  1.00000
  3480      3.60    -20.12  1.00000
  3481      3.60    -20.07  1.00000
  3482      3.60    -20.02  1.00000
  3483      3.60    -19.97  1.00000
  3484      3.60    -19.92  1.00000
  3485      3.60    -19.87  1.00000
  3486      3.60    -19.82  1.00000
  3487      3.60    -19.77  1.00000
  3488      3.60    -19.72  1.00000
  3489      3.60    -19.67  1.00000
  3490      3.60    -19.62  1.00000
  3491      3.60    -19.57  1.00000
  3492      3.60    -19.52  1.00000
  3493      3.60    -19.47  1.00000
  3494      3.60    -19.42  1.00000
  3495      3.60    -19.37  1.00000
  3496      3.60    -19.32  1.00000
  3497      3.60    -19.27  1.00000
  3498      3.60    -19.22  1.00000
  3499      3.60    -19.17  1.00000
  3500      3.60    -19.12  1.00000
  3501      3.60    -19.07  1.00000
  3502      3.60    -19.02  1.00000
  3503      3.60    -18.97  1.00000
  3504      3.60    -18.92  1.00000
  3505      3.60    -18.87  1.00000
  3506      3.60    -18.82  1.00000
  3507      3.60    -18.77  1.00000
  3508      3.60    -18.72  1.00000
  3509      3.60    -18.67  1.00000
  3510      3.60    -18.62  1.00000
  3511      3.60    -18.57  1.00000
  3512      3.60    -18.52  1.00000
  3513      3.60    -18.47  1.00000
  3514      3.60    -18.42  1.00000
  3515      3.60    -18.37  1.00000
  3516      3.60    -18.32  1.00000
  3517      3.60    -18.27  1.00000
  3518      3.60    -18.22  1.00000
  3519      3.60    -18.17  1.00000
  3520      3.60    -18.12  1.00000
  3521      3.60    -18.07  1.00000
  3522      3.60    -18.02  1.00000
  3523      3.60    -17.97  1.00000
  3524      3.60    -17.92  1.00000
  3525      3.60    -17.87  1.00000
  3526      3.60    -17.82  1.00000
  3527      3.60    -17.77  1.00000
  3528      3.60    -17.72  1.00000
  3529      3.60    -17.67  1.00000
  3530      3.60    -17.62  1.00000
  3531      3.60    -17.57  1.00000
  3532      3.60    -17.52  1.00000
  3533      3.60    -17.47  1.00000
  3534      3.60    -17.42  1.00000
  3535      3.60    -17.37  1.00000
  3536      3.60    -17.32  1.00000
  3537      3.60    -17.27  1.00000
  3538      3.60    -17.22  1.00000
  3539      3.60    -17.17  1.00000
  3540      3.60    -17.12  1.00000
  3541      3.60    -17.07  1.00000
  3542      3.60    -17.02  1.00000
  3543      3.60    -16.97  1.00000
  3544      3.60    -16.92  1.00000
  3545      3.60    -16.87  1.00000
  3546      3.60    -16.82  1.00000
  3547      3.60    -16.77  1.00000
  3548      3.60    -16.72  1.00000
  3549      3.60    -16.67  1.00000
  3550      3.60    -16.62  1.00000
  3551      3.60    -16.57  1.00000
  3552      3.60    -16.52  1.00000
  3553      3.60    -16.47  1.00000
  3554      3.60    -16.42  1.00000
  3555      3.60    -16.37  1.00000
  3556      3.60    -16.32  1.00000
  3557      3.60    -16.27  1.00000
  3558      3.60    -16.22  1.00000
  3559      3.60    -16.17  1.00000
  3560      3.60    -16.12  1.00000
  3561      3.60    -16.07  1.00000
  3562      3.60    -16.02  1.00000
  3563      3.60    -15.97  1.00000
  3564      3.60    -15.92  1.00000
  3565      3.60    -15.87  1.00000
  3566      3.60    -15.82  1.00000
  3567      3.60    -15.77  1.00000
  3568      3.60    -15.72  1.00000
  3569      3.60    -15.67  1.00000
  3570      3.60    -15.62  1.00000
  3571      3.60    -15.57  1.00000
  3572      3.60    -15.52  1.00000
  3573      3.60    -15.47  1.00000
  3574      3.60    -15.42  1.00000
  3575      3.60    -15.37  1.00000
  3576      3.65    -22.47  1.00000
  3577      3.65    -22.42  1.00000
  3578      3.65    -22.37  1.00000
  3579      3.65    -22.32  1.00000
  3580      3.65    -22.27  1.00000
  3581      3.65    -22.22  1.00000
  3582      3.65    -22.17  1.00000
  3583      3.65    -22.12  1.00000
  3584      3.65    -22.07  1.00000
  3585      3.65    -22.02  1.00000
  3586      3.65    -21.97  1.00000
  3587      3.65    -21.92  1.00000
  3588      3.65    -21.87  1.00000
  3589      3.65    -21.82  1.00000
  3590      3.65    -21.77  1.00000
  3591      3.65    -21.72  1.00000
  3592      3.65    -21.67  1.00000
  3593      3.65    -21.62  1.00000
  3594      3.65    -21.57  1.00000
  3595      3.65    -21.52  1.00000
  3596      3.65    -21.47  1.00000
  3597      3.65    -21.42  1.00000
  3598      3.65    -21.37  1.00000
  3599      3.65    -21.32  1.00000
  3600      3.65    -21.27  1.00000
  3601      3.65    -21.22  1.00000
  3602      3.65    -21.17  1.00000
  3603      3.65    -21.12  1.00000
  3604      3.65    -21.07  1.00000
  3605      3.65    -21.02  1.00000
  3606      3.65    -20.97  1.00000
  3607      3.65    -20.92  1.00000
  3608      3.65    -20.87  1.00000
  3609      3.65    -20.82  1.00000
  3610      3.65    -20.77  1.00000
  3611      3.65    -20.72  1.00000
  3612      3.65    -20.67  1.00000
  3613      3.65    -20.62  1.00000
  3614      3.65    -20.57  1.00000
  3615      3.65    -20.52  1.00000
  3616      3.65    -20.47  1.00000
  3617      3.65    -20.42  1.00000
  3618      3.65    -20.37  1.00000
  3619      3.65    -20.32  1.00000
  3620      3.65    -20.27  1.00000
  3621      3.65    -20.22  1.00000
  3622      3.65    -20.17  1.00000
  3623      3.65    -20.12  1.00000
  3624      3.65    -20.07  1.00000
  3625      3.65    -20.02  1.00000
  3626      3.65    -19.97  1.00000
  3627      3.65    -19.92  1.00000
  3628      3.65    -19.87  1.00000
  3629      3.65    -19.82  1.00000
  3630      3.65    -19.77  1.00000
  3631      3.65    -19.72  1.00000
  3632      3.65    -19.67  1.00000
  3633      3.65    -19.62  1.00000
  3634      3.65    -19.57  1.00000
  3635      3.65    -19.52  1.00000
  3636      3.65    -19.47  1.00000
  3637      3.65    -19.42  1.00000
  3638      3.65    -19.37  1.00000
  3639      3.65    -19.32  1.00000
  3640      3.65    -19.27  1.00000
  3641      3.65    -19.22  1.00000
  3642      3.65    -19.17  1.00000
  3643      3.65    -19.12  1.00000
  3644      3.65    -19.07  1.00000
  3645      3.65    -19.02  1.00000
  3646      3.65    -18.97  1.00000
  3647      3.65    -18.92  1.00000
  3648      3.65    -18.87  1.00000
  3649      3.65    -18.82  1.00000
  3650      3.65    -18.77  1.00000
  3651      3.65    -18.72  1.00000
  3652      3.65    -18.67  1.00000
  3653      3.65    -18.62  1.00000
  3654      3.65    -18.57  1.00000
  3655      3.65    -18.52  1.00000
  3656      3.65    -18.47  1.00000
  3657      3.65    -18.42  1.00000
  3658      3.65    -18.37  1.00000
  3659      3.65    -18.32  1.00000
  3660      3.65    -18.27  1.00000
  3661      3.65    -18.22  1.00000
  3662      3.65    -18.17  1.00000
  3663      3.65    -18.12  1.00000
  3664      3.65    -18.07  1.00000
  3665      3.65    -18.02  1.00000
  3666      3.65    -17.97  1.00000
  3667      3.65    -17.92  1.00000
  3668      3.65    -17.87  1.00000
  3669      3.65    -17.82  1.00000
  3670      3.65    -17.77  1.00000
  3671      3.65    -17.72  1.00000
  3672      3.65    -17.67  1.00000
  3673      3.65    -17.62  1.00000
  3674      3.65    -17.57  1.00000
  3675      3.65    -17.52  1.00000
  3676      3.65    -17.47  1.00000
  3677      3.65    -17.42  1.00000
  3678      3.65    -17.37  1.00000
  3679      3.65    -17.32  1.00000
  3680      3.65    -17.27  1.00000
  3681      3.65    -17.22  1.00000
  3682      3.65    -17.17  1.00000
  3683      3.65    -17.12  1.00000
  3684      3.65    -17.07  1.00000
  3685      3.65    -17.02  1.00000
  3686      3.65    -16.97  1.00000
  3687      3.65    -16.92  1.00000
  3688      3.65    -16.87  1.00000
  3689      3.65    -16.82  1.00000
  3690      3.65    -16.77  1.00000
  3691      3.65    -16.72  1.00000
  3692      3.65    -16.67  1.00000
  3693      3.65    -16.62  1.00000
  3694      3.65    -16.57  1.00000
  3695      3.65    -16.52  1.00000
  3696      3.65    -16.47  1.00000
  3697      3.65    -16.42  1.00000
  3698      3.65    -16.37  1.00000
  3699      3.65    -16.32  1.00000
  3700      3.65    -16.27  1.00000
  3701      3.65    -16.22  1.00000
  3702      3.65    -16.17  1.00000
  3703      3.65    -16.12  1.00000
  3704      3.65    -16.07  1.00000
  3705      3.65    -16.02  1.00000
  3706      3.65    -15.97  1.00000
  3707      3.65    -15.92  1.00000
  3708      3.65    -15.87  1.00000
  3709      3.65    -15.82  1.00000
  3710      3.65    -15.77  1.00000
  3711      3.65    -15.72  1.00000
  3712      3.65    -15.67  1.00000
  3713      3.65    -15.62  1.00000
  3714      3.65    -15.57  1.00000
  3715      3.65    -15.52  1.00000
  3716      3.65    -15.47  1.00000
  3717      3.65    -15.42  1.00000
  3718      3.65    -15.37  1.00000
  3719      3.70    -22.47  1.00000
  3720      3.70    -22.42  1.00000
  3721      3.70    -22.37  1.00000
  3722      3.70    -22.32  1.00000
  3723      3.70    -22.27  1.00000
  3724      3.70    -22.22  1.00000
  3725      3.70    -22.17  1.00000
  3726      3.70    -22.12  1.00000
  3727      3.70    -22.07  1.00000
  3728      3.70    -22.02  1.00000
  3729      3.70    -21.97  1.00000
  3730      3.70    -21.92  1.00000
  3731      3.70    -21.87  1.00000
  3732      3.70    -21.82  1.00000
  3733      3.70    -21.77  1.00000
  3734      3.70    -21.72  1.00000
  3735      3.70    -21.67  1.00000
  3736      3.70    -21.62  1.00000
  3737      3.70    -21.57  1.00000
  3738      3.70    -21.52  1.00000
  3739      3.70    -21.47  1.00000
  3740      3.70    -21.42  1.00000
  3741      3.70    -21.37  1.00000
  3742      3.70    -21.32  1.00000
  3743      3.70    -21.27  1.00000
  3744      3.70    -21.22  1.00000
  3745      3.70    -21.17  1.00000
  3746      3.70    -21.12  1.00000
  3747      3.70    -21.07  1.00000
  3748      3.70    -21.02  1.00000
  3749      3.70    -20.97  1.00000
  3750      3.70    -20.92  1.00000
  3751      3.70    -20.87  1.00000
  3752      3.70    -20.82  1.00000
  3753      3.70    -20.77  1.00000
  3754      3.70    -20.72  1.00000
  3755      3.70    -20.67  1.00000
  3756      3.70    -20.62  1.00000
  3757      3.70    -20.57  1.00000
  3758      3.70    -20.52  1.00000
  3759      3.70    -20.47  1.00000
  3760      3.70    -20.42  1.00000
  3761      3.70    -20.37  1.00000
  3762      3.70    -20.32  1.00000
  3763      3.70    -20.27  1.00000
  3764      3.70    -20.22  1.00000
  3765      3.70    -20.17  1.00000
  3766      3.70    -20.12  1.00000
  3767      3.70    -20.07  1.00000
  3768      3.70    -20.02  1.00000
  3769      3.70    -19.97  1.00000
  3770      3.70    -19.92  1.00000
  3771      3.70    -19.87  1.00000
  3772      3.70    -19.82  1.00000
  3773      3.70    -19.77  1.00000
  3774      3.70    -19.72  1.00000
  3775      3.70    -19.67  1.00000
  3776      3.70    -19.62  1.00000
  3777      3.70    -19.57  1.00000
  3778      3.70    -19.52  1.00000
  3779      3.70    -19.47  1.00000
  3780      3.70    -19.42  1.00000
  3781      3.70    -19.37  1.00000
  3782      3.70    -19.32  1.00000
  3783      3.70    -19.27  1.00000
  3784      3.70    -19.22  1.00000
  3785      3.70    -19.17  1.00000
  3786      3.70    -19.12  1.00000
  3787      3.70    -19.07  1.00000
  3788      3.70    -19.02  1.00000
  3789      3.70    -18.97  1.00000
  3790      3.70    -18.92  1.00000
  3791      3.70    -18.87  1.00000
  3792      3.70    -18.82  1.00000
  3793      3.70    -18.77  1.00000
  3794      3.70    -18.72  1.00000
  3795      3.70    -18.67  1.00000
  3796      3.70    -18.62  1.00000
  3797      3.70    -18.57  1.00000
  3798      3.70    -18.52  1.00000
  3799      3.70    -18.47  1.00000
  3800      3.70    -18.42  1.00000
  3801      3.70    -18.37  1.00000
  3802      3.70    -18.32  1.00000
  3803      3.70    -18.27  1.00000
  3804      3.70    -18.22  1.00000
  3805      3.70    -18.17  1.00000
  3806      3.70    -18.12  1.00000
  3807      3.70    -18.07  1.00000
  3808      3.70    -18.02  1.00000
  3809      3.70    -17.97  1.00000
  3810      3.70    -17.92  1.00000
  3811      3.70    -17.87  1.00000
  3812      3.70    -17.82  1.00000
  3813      3.70    -17.77  1.00000
  3814      3.70    -17.72  1.00000
  3815      3.70    -17.67  1.00000
  3816      3.70    -17.62  1.00000
  3817      3.70    -17.57  1.00000
  3818      3.70    -17.52  1.00000
  3819      3.70    -17.47  1.00000
  3820      3.70    -17.42  1.00000
  3821      3.70    -17.37  1.00000
  3822      3.70    -17.32  1.00000
  3823      3.70    -17.27  1.00000
  3824      3.70    -17.22  1.00000
  3825      3.70    -17.17  1.00000
  3826      3.70    -17.12  1.00000
  3827      3.70    -17.07  1.00000
  3828      3.70    -17.02  1.00000
  3829      3.70    -16.97  1.00000
  3830      3.70    -16.92  1.00000
  3831      3.70    -16.87  1.00000
  3832      3.70    -16.82  1.00000
  3833      3.70    -16.77  1.00000
  3834      3.70    -16.72  1.00000
  3835      3.70    -16.67  1.00000
  3836      3.70    -16.62  1.00000
  3837      3.70    -16.57  1.00000
  3838      3.70    -16.52  1.00000
  3839      3.70    -16.47  1.00000
  3840      3.70    -16.42  1.00000
  3841      3.70    -16.37  1.00000
  3842      3.70    -16.32  1.00000
  3843      3.70    -16.27  1.00000
  3844      3.70    -16.22  1.00000
  3845      3.70    -16.17  1.00000
  3846      3.70    -16.12  1.00000
  3847      3.70    -16.07  1.00000
  3848      3.70    -16.02  1.00000
  3849      3.70    -15.97  1.00000
  3850      3.70    -15.92  1.00000
  3851      3.70    -15.87  1.00000
  3852      3.70    -15.82  1.00000
  3853      3.70    -15.77  1.00000
  3854      3.70    -15.72  1.00000
  3855      3.70    -15.67  1.00000
  3856      3.70    -15.62  1.00000
  3857      3.70    -15.57  1.00000
  3858      3.70    -15.52  1.00000
  3859      3.70    -15.47  1.00000
  3860      3.70    -15.42  1.00000
  3861      3.70    -15.37  1.00000
  3862      3.75    -22.47  1.00000
  3863      3.75    -22.42  1.00000
  3864      3.75    -22.37  1.00000
  3865      3.75    -22.32  1.00000
  3866      3.75    -22.27  1.00000
  3867      3.75    -22.22  1.00000
  3868      3.75    -22.17  1.00000
  3869      3.75    -22.12  1.00000
  3870      3.75    -22.07  1.00000
  3871      3.75    -22.02  1.00000
  3872      3.75    -21.97  1.00000
  3873      3.75    -21.92  1.00000
  3874      3.75    -21.87  1.00000
  3875      3.75    -21.82  1.00000
  3876      3.75    -21.77  1.00000
  3877      3.75    -21.72  1.00000
  3878      3.75    -21.67  1.00000
  3879      3.75    -21.62  1.00000
  3880      3.75    -21.57  1.00000
  3881      3.75    -21.52  1.00000
  3882      3.75    -21.47  1.00000
  3883      3.75    -21.42  1.00000
  3884      3.75    -21.37  1.00000
  3885      3.75    -21.32  1.00000
  3886      3.75    -21.27  1.00000
  3887      3.75    -21.22  1.00000
  3888      3.75    -21.17  1.00000
  3889      3.75    -21.12  1.00000
  3890      3.75    -21.07  1.00000
  3891      3.75    -21.02  1.00000
  3892      3.75    -20.97  1.00000
  3893      3.75    -20.92  1.00000
  3894      3.75    -20.87  1.00000
  3895      3.75    -20.82  1.00000
  3896      3.75    -20.77  1.00000
  3897      3.75    -20.72  1.00000
  3898      3.75    -20.67  1.00000
  3899      3.75    -20.62  1.00000
  3900      3.75    -20.57  1.00000
  3901      3.75    -20.52  1.00000
  3902      3.75    -20.47  1.00000
  3903      3.75    -20.42  1.00000
  3904      3.75    -20.37  1.00000
  3905      3.75    -20.32  1.00000
  3906      3.75    -20.27  1.00000
  3907      3.75    -20.22  1.00000
  3908      3.75    -20.17  1.00000
  3909      3.75    -20.12  1.00000
  3910      3.75    -20.07  1.00000
  3911      3.75    -20.02  1.00000
  3912      3.75    -19.97  1.00000
  3913      3.75    -19.92  1.00000
  3914      3.75    -19.87  1.00000
  3915      3.75    -19.82  1.00000
  3916      3.75    -19.77  1.00000
  3917      3.75    -19.72  1.00000
  3918      3.75    -19.67  1.00000
  3919      3.75    -19.62  1.00000
  3920      3.75    -19.57  1.00000
  3921      3.75    -19.52  1.00000
  3922      3.75    -19.47  1.00000
  3923      3.75    -19.42  1.00000
  3924      3.75    -19.37  1.00000
  3925      3.75    -19.32  1.00000
  3926      3.75    -19.27  1.00000
  3927      3.75    -19.22  1.00000
  3928      3.75    -19.17  1.00000
  3929      3.75    -19.12  1.00000
  3930      3.75    -19.07  1.00000
  3931      3.75    -19.02  1.00000
  3932      3.75    -18.97  1.00000
  3933      3.75    -18.92  1.00000
  3934      3.75    -18.87  1.00000
  3935      3.75    -18.82  1.00000
  3936      3.75    -18.77  1.00000
  3937      3.75    -18.72  1.00000
  3938      3.75    -18.67  1.00000
  3939      3.75    -18.62  1.00000
  3940      3.75    -18.57  1.00000
  3941      3.75    -18.52  1.00000
  3942      3.75    -18.47  1.00000
  3943      3.75    -18.42  1.00000
  3944      3.75    -18.37  1.00000
  3945      3.75    -18.32  1.00000
  3946      3.75    -18.27  1.00000
  3947      3.75    -18.22  1.00000
  3948      3.75    -18.17  1.00000
  3949      3.75    -18.12  1.00000
  3950      3.75    -18.07  1.00000
  3951      3.75    -18.02  1.00000
  3952      3.75    -17.97  1.00000
  3953      3.75    -17.92  1.00000
  3954      3.75    -17.87  1.00000
  3955      3.75    -17.82  1.00000
  3956      3.75    -17.77  1.00000
  3957      3.75    -17.72  1.00000
  3958      3.75    -17.67  1.00000
  3959      3.75    -17.62  1.00000
  3960      3.75    -17.57  1.00000
  3961      3.75    -17.52  1.00000
  3962      3.75    -17.47  1.00000
  3963      3.75    -17.42  1.00000
  3964      3.75    -17.37  1.00000
  3965      3.75    -17.32  1.00000
  3966      3.75    -17.27  1.00000
  3967      3.75    -17.22  1.00000
  3968      3.75    -17.17  1.00000
  3969      3.75    -17.12  1.00000
  3970      3.75    -17.07  1.00000
  3971      3.75    -17.02  1.00000
  3972      3.75    -16.97  1.00000
  3973      3.75    -16.92  1.00000
  3974      3.75    -16.87  1.00000
  3975      3.75    -16.82  1.00000
  3976      3.75    -16.77  1.00000
  3977      3.75    -16.72  1.00000
  3978      3.75    -16.67  1.00000
  3979      3.75    -16.62  1.00000
  3980      3.75    -16.57  1.00000
  3981      3.75    -16.52  1.00000
  3982      3.75    -16.47  1.00000
  3983      3.75    -16.42  1.00000
  3984      3.75    -16.37  1.00000
  3985      3.75    -16.32  1.00000
  3986      3.75    -16.27  1.00000
  3987      3.75    -16.22  1.00000
  3988      3.75    -16.17  1.00000
  3989      3.75    -16.12  1.00000
  3990      3.75    -16.07  1.00000
  3991      3.75    -16.02  1.00000
  3992      3.75    -15.97  1.00000
  3993      3.75    -15.92  1.00000
  3994      3.75    -15.87  1.00000
  3995      3.75    -15.82  1.00000
  3996      3.75    -15.77  1.00000
  3997      3.75    -15.72  1.00000
  3998      3.75    -15.67  1.00000
  3999      3.75    -15.62  1.00000
  4000      3.75    -15.57  1.00000
  4001      3.75    -15.52  1.00000
  4002      3.75    -15.47  1.00000
  4003      3.75    -15.42  1.00000
  4004      3.75    -15.37  1.00000
  4005      3.80    -22.47  1.00000
  4006      3.80    -22.42  1.00000
  4007      3.80    -22.37  1.00000
  4008      3.80    -22.32  1.00000
  4009      3.80    -22.27  1.00000
  4010      3.80    -22.22  1.00000
  4011      3.80    -22.17  1.00000
  4012      3.80    -22.12  1.00000
  4013      3.80    -22.07  1.00000
  4014      3.80    -22.02  1.00000
  4015      3.80    -21.97  1.00000
  4016      3.80    -21.92  1.00000
  4017      3.80    -21.87  1.00000
  4018      3.80    -21.82  1.00000
  4019      3.80    -21.77  1.00000
  4020      3.80    -21.72  1.00000
  4021      3.80    -21.67  1.00000
  4022      3.80    -21.62  1.00000
  4023      3.80    -21.57  1.00000
  4024      3.80    -21.52  1.00000
  4025      3.80    -21.47  1.00000
  4026      3.80    -21.42  1.00000
  4027      3.80    -21.37  1.00000
  4028      3.80    -21.32  1.00000
  4029      3.80    -21.27  1.00000
  4030      3.80    -21.22  1.00000
  4031      3.80    -21.17  1.00000
  4032      3.80    -21.12  1.00000
  4033      3.80    -21.07  1.00000
  4034      3.80    -21.02  1.00000
  4035      3.80    -20.97  1.00000
  4036      3.80    -20.92  1.00000
  4037      3.80    -20.87  1.00000
  4038      3.80    -20.82  1.00000
  4039      3.80    -20.77  1.00000
  4040      3.80    -20.72  1.00000
  4041      3.80    -20.67  1.00000
  4042      3.80    -20.62  1.00000
  4043      3.80    -20.57  1.00000
  4044      3.80    -20.52  1.00000
  4045      3.80    -20.47  1.00000
  4046      3.80    -20.42  1.00000
  4047      3.80    -20.37  1.00000
  4048      3.80    -20.32  1.00000
  4049      3.80    -20.27  1.00000
  4050      3.80    -20.22  1.00000
  4051      3.80    -20.17  1.00000
  4052      3.80    -20.12  1.00000
  4053      3.80    -20.07  1.00000
  4054      3.80    -20.02  1.00000
  4055      3.80    -19.97  1.00000
  4056      3.80    -19.92  1.00000
  4057      3.80    -19.87  1.00000
  4058      3.80    -19.82  1.00000
  4059      3.80    -19.77  1.00000
  4060      3.80    -19.72  1.00000
  4061      3.80    -19.67  1.00000
  4062      3.80    -19.62  1.00000
  4063      3.80    -19.57  1.00000
  4064      3.80    -19.52  1.00000
  4065      3.80    -19.47  1.00000
  4066      3.80    -19.42  1.00000
  4067      3.80    -19.37  1.00000
  4068      3.80    -19.32  1.00000
  4069      3.80    -19.27  1.00000
  4070      3.80    -19.22  1.00000
  4071      3.80    -19.17  1.00000
  4072      3.80    -19.12  1.00000
  4073      3.80    -19.07  1.00000
  4074      3.80    -19.02  1.00000
  4075      3.80    -18.97  1.00000
  4076      3.80    -18.92  1.00000
  4077      3.80    -18.87  1.00000
  4078      3.80    -18.82  1.00000
  4079      3.80    -18.77  1.00000
  4080      3.80    -18.72  1.00000
  4081      3.80    -18.67  1.00000
  4082      3.80    -18.62  1.00000
  4083      3.80    -18.57  1.00000
  4084      3.80    -18.52  1.00000
  4085      3.80    -18.47  1.00000
  4086      3.80    -18.42  1.00000
  4087      3.80    -18.37  1.00000
  4088      3.80    -18.32  1.00000
  4089      3.80    -18.27  1.00000
  4090      3.80    -18.22  1.00000
  4091      3.80    -18.17  1.00000
  4092      3.80    -18.12  1.00000
  4093      3.80    -18.07  1.00000
  4094      3.80    -18.02  1.00000
  4095      3.80    -17.97  1.00000
  4096      3.80    -17.92  1.00000
  4097      3.80    -17.87  1.00000
  4098      3.80    -17.82  1.00000
  4099      3.80    -17.77  1.00000
  4100      3.80    -17.72  1.00000
  4101      3.80    -17.67  1.00000
  4102      3.80    -17.62  1.00000
  4103      3.80    -17.57  1.00000
  4104      3.80    -17.52  1.00000
  4105      3.80    -17.47  1.00000
  4106      3.80    -17.42  1.00000
  4107      3.80    -17.37  1.00000
  4108      3.80    -17.32  1.00000
  4109      3.80    -17.27  1.00000
  4110      3.80    -17.22  1.00000
  4111      3.80    -17.17  1.00000
  4112      3.80    -17.12  1.00000
  4113      3.80    -17.07  1.00000
  4114      3.80    -17.02  1.00000
  4115      3.80    -16.97  1.00000
  4116      3.80    -16.92  1.00000
  4117      3.80    -16.87  1.00000
  4118      3.80    -16.82  1.00000
  4119      3.80    -16.77  1.00000
  4120      3.80    -16.72  1.00000
  4121      3.80    -16.67  1.00000
  4122      3.80    -16.62  1.00000
  4123      3.80    -16.57  1.00000
  4124      3.80    -16.52  1.00000
  4125      3.80    -16.47  1.00000
  4126      3.80    -16.42  1.00000
  4127      3.80    -16.37  1.00000
  4128      3.80    -16.32  1.00000
  4129      3.80    -16.27  1.00000
  4130      3.80    -16.22  1.00000
  4131      3.80    -16.17  1.00000
  4132      3.80    -16.12  1.00000
  4133      3.80    -16.07  1.00000
  4134      3.80    -16.02  1.00000
  4135      3.80    -15.97  1.00000
  4136      3.80    -15.92  1.00000
  4137      3.80    -15.87  1.00000
  4138      3.80    -15.82  1.00000
  4139      3.80    -15.77  1.00000
  4140      3.80    -15.72  1.00000
  4141      3.80    -15.67  1.00000
  4142      3.80    -15.62  1.00000
  4143      3.80    -15.57  1.00000
  4144      3.80    -15.52  1.00000
  4145      3.80    -15.47  1.00000
  4146      3.80    -15.42  1.00000
  4147      3.80    -15.37  1.00000
  4148      3.85    -22.47  1.00000
  4149      3.85    -22.42  1.00000
  4150      3.85    -22.37  1.00000
  4151      3.85    -22.32  1.00000
  4152      3.85    -22.27  1.00000
  4153      3.85    -22.22  1.00000
  4154      3.85    -22.17  1.00000
  4155      3.85    -22.12  1.00000
  4156      3.85    -22.07  1.00000
  4157      3.85    -22.02  1.00000
  4158      3.85    -21.97  1.00000
  4159      3.85    -21.92  1.00000
  4160      3.85    -21.87  1.00000
  4161      3.85    -21.82  1.00000
  4162      3.85    -21.77  1.00000
  4163      3.85    -21.72  1.00000
  4164      3.85    -21.67  1.00000
  4165      3.85    -21.62  1.00000
  4166      3.85    -21.57  1.00000
  4167      3.85    -21.52  1.00000
  4168      3.85    -21.47  1.00000
  4169      3.85    -21.42  1.00000
  4170      3.85    -21.37  1.00000
  4171      3.85    -21.32  1.00000
  4172      3.85    -21.27  1.00000
  4173      3.85    -21.22  1.00000
  4174      3.85    -21.17  1.00000
  4175      3.85    -21.12  1.00000
  4176      3.85    -21.07  1.00000
  4177      3.85    -21.02  1.00000
  4178      3.85    -20.97  1.00000
  4179      3.85    -20.92  1.00000
  4180      3.85    -20.87  1.00000
  4181      3.85    -20.82  1.00000
  4182      3.85    -20.77  1.00000
  4183      3.85    -20.72  1.00000
  4184      3.85    -20.67  1.00000
  4185      3.85    -20.62  1.00000
  4186      3.85    -20.57  1.00000
  4187      3.85    -20.52  1.00000
  4188      3.85    -20.47  1.00000
  4189      3.85    -20.42  1.00000
  4190      3.85    -20.37  1.00000
  4191      3.85    -20.32  1.00000
  4192      3.85    -20.27  1.00000
  4193      3.85    -20.22  1.00000
  4194      3.85    -20.17  1.00000
